,price,lotSize,age,landValue,livingArea,pctCollege,bedrooms,fireplaces,bathrooms,rooms,heating,fuel,sewer,waterfront,newConstruction,centralAir
291,120000,0.06,19,16400,1479,64,3,0,1.5,4,electric,electric,public/commercial,No,No,Yes
292,102500,0.15,16,18500,1138,64,2,0,1.0,7,electric,electric,public/commercial,No,No,Yes
293,136000,0.27,24,18900,1576,64,3,0,2.5,4,hot water/steam,gas,public/commercial,No,No,No
294,212500,0.43,10,52200,2084,82,4,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
295,205900,0.06,26,35900,1726,64,3,1,2.0,8,hot air,gas,public/commercial,No,No,Yes
296,259900,1.0,2,49900,1851,71,2,2,2.0,4,hot air,gas,septic,No,No,Yes
297,191500,0.46,30,27400,2310,64,5,1,2.5,12,hot air,gas,public/commercial,No,No,No
298,272500,0.03,0,56800,2930,64,4,1,2.5,12,hot air,gas,public/commercial,No,No,No
299,191500,0.88,33,35900,2576,64,4,1,2.5,10,hot water/steam,gas,public/commercial,No,No,No
300,158000,0.55,36,30500,1664,64,3,1,2.0,8,hot water/steam,gas,public/commercial,No,No,No
301,195000,1.0,24,46000,1237,64,2,0,1.5,3,electric,electric,septic,No,No,No
302,187500,0.43,29,31400,2662,64,5,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
303,160000,0.45,35,32300,1575,64,3,1,1.5,7,hot air,gas,public/commercial,No,No,No
304,137500,0.1,12,18000,1566,64,2,0,1.5,7,hot air,gas,public/commercial,No,No,Yes
305,109900,0.09,16,17600,1326,64,2,1,1.5,4,hot air,gas,public/commercial,No,No,Yes
306,85000,0.09,18,17600,1480,64,3,0,1.5,8,hot water/steam,gas,public/commercial,No,No,No
307,184350,0.59,0,38400,2161,64,4,1,2.5,11,hot air,gas,public/commercial,No,No,No
308,134500,0.16,10,18600,1352,64,2,1,1.5,3,hot air,gas,public/commercial,No,No,Yes
309,154900,0.51,33,34600,1648,64,3,0,1.5,8,hot air,gas,public/commercial,No,No,Yes
310,255000,0.46,25,60500,2936,64,3,1,3.5,12,hot air,gas,public/commercial,No,No,Yes
311,238600,0.46,1,36400,2404,64,4,1,2.5,10,hot air,gas,public/commercial,No,No,No
312,106000,0.42,36,30900,1738,64,3,0,1.5,9,hot air,gas,public/commercial,No,No,No
313,625000,0.45,14,119500,5228,64,4,4,4.0,12,hot air,gas,public/commercial,No,No,Yes
314,195000,0.55,34,30500,2576,64,4,1,2.5,12,hot water/steam,gas,public/commercial,No,No,No
315,168500,0.44,34,31800,1586,64,3,1,1.5,7,hot air,gas,public/commercial,No,No,No
316,87000,0.06,19,16400,1480,64,3,0,1.5,5,electric,electric,public/commercial,No,No,No
317,215000,0.5,15,37000,1917,64,4,1,2.5,7,hot air,gas,public/commercial,No,No,No
318,197500,0.3,30,24500,1938,64,3,1,1.5,9,hot air,gas,public/commercial,No,No,Yes
319,215000,0.33,3,11600,2110,64,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
320,118000,0.14,19,18400,1479,64,3,0,1.5,5,hot air,gas,public/commercial,No,No,No
321,187900,0.69,34,34700,2576,64,5,1,2.5,9,hot water/steam,gas,public/commercial,No,No,No
322,275000,0.38,18,60800,2445,82,4,2,2.5,9,hot air,gas,public/commercial,No,No,Yes
323,249900,0.74,14,73800,2185,64,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
324,270000,0.38,18,82800,2078,64,4,1,2.5,8,hot air,electric,septic,No,No,Yes
325,157900,0.38,37,29100,1674,64,3,1,1.5,5,hot air,gas,public/commercial,No,No,No
326,120000,0.29,19,20300,1228,64,4,0,1.5,9,electric,electric,public/commercial,No,No,No
327,126400,0.28,22,19500,1375,64,2,1,1.5,7,electric,electric,public/commercial,No,No,Yes
328,220000,0.54,16,30200,1650,64,3,1,2.0,5,hot air,gas,public/commercial,No,No,Yes
329,180000,0.26,31,21900,1718,64,3,1,1.5,9,hot air,gas,public/commercial,No,No,Yes
330,203600,0.59,33,31700,2576,64,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No,No
331,249900,0.37,4,37500,2280,64,4,1,2.5,7,hot air,gas,public/commercial,No,No,No
332,193000,0.4,18,25000,2088,64,4,1,2.5,10,hot water/steam,gas,public/commercial,No,No,No
333,215000,0.5,15,37000,1917,64,4,1,2.5,9,hot air,gas,public/commercial,No,No,No
334,201000,0.54,29,30200,3140,64,5,1,3.5,10,hot water/steam,gas,public/commercial,No,No,No
335,65000,0.22,73,6900,1029,82,3,0,1.0,4,hot air,gas,septic,No,No,No
336,195000,0.35,36,39800,1896,64,4,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
337,215900,0.52,38,29600,2310,64,5,1,2.5,9,hot water/steam,gas,public/commercial,No,No,No
338,92000,0.31,17,19600,924,64,2,1,1.0,6,electric,electric,public/commercial,No,No,No
339,155000,0.38,25,38000,2080,64,3,1,2.5,9,electric,gas,public/commercial,No,No,Yes
340,123500,0.08,22,17200,1237,64,3,1,1.5,4,electric,electric,public/commercial,No,No,Yes
341,110400,0.1,29,18000,1287,64,3,0,1.5,5,hot air,gas,public/commercial,No,No,Yes
342,198900,0.44,18,33200,1847,64,3,1,2.5,7,hot water/steam,gas,public/commercial,No,No,No
343,150000,0.26,49,41900,1064,64,3,0,1.0,8,hot air,gas,septic,No,No,Yes
344,104000,0.07,18,16800,1480,64,3,1,1.5,4,hot air,gas,public/commercial,No,No,Yes
345,245000,0.48,23,48500,2462,64,5,2,3.5,8,hot air,gas,public/commercial,No,No,Yes
346,180000,0.41,17,25400,2228,64,3,1,2.5,7,hot water/steam,gas,public/commercial,No,No,No
347,154300,0.42,61,14700,1260,82,3,0,1.0,8,hot water/steam,gas,septic,No,No,No
348,170000,0.45,30,30000,1559,64,4,1,2.5,5,hot air,gas,public/commercial,No,No,No
349,219000,0.6,25,71000,1980,64,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
350,295000,0.95,9,78000,2380,82,3,1,2.5,6,hot air,gas,septic,No,No,No
351,181500,0.56,27,30800,1887,64,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No,No
352,260000,1.25,133,43500,2185,64,4,1,1.5,11,hot water/steam,gas,septic,No,No,No
353,239900,0.7,15,69400,2488,64,4,1,2.5,7,electric,electric,public/commercial,No,No,Yes
354,135500,0.67,56,21100,1152,64,1,0,2.0,3,hot air,gas,septic,No,No,No
355,191500,0.66,15,32100,2025,64,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No,No
356,225000,0.62,37,32600,2521,64,5,1,2.5,12,hot water/steam,gas,public/commercial,No,No,No
357,98500,0.08,18,17200,1480,64,3,0,1.5,4,hot air,gas,public/commercial,No,No,Yes
358,110500,0.08,17,17200,1480,64,3,1,1.5,5,hot air,gas,public/commercial,No,No,Yes
359,290000,0.51,7,39100,2362,64,4,1,2.5,8,hot air,gas,public/commercial,No,No,No
360,184400,0.28,31,23200,1910,64,3,1,1.5,7,hot air,gas,public/commercial,No,No,Yes
361,178500,1.0,12,32000,1952,71,3,2,2.0,9,hot air,oil,septic,No,No,No
362,415000,0.58,9,86400,3358,64,4,1,3.5,12,hot air,gas,public/commercial,No,No,Yes
363,244900,0.43,26,39000,2090,64,4,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
364,150000,0.55,35,33000,1965,64,5,1,2.0,11,hot air,gas,public/commercial,No,No,Yes
365,168000,0.49,33,34100,2110,64,4,1,1.5,9,hot air,gas,public/commercial,No,No,Yes
366,159000,0.39,43,29600,1456,64,4,0,2.5,9,hot air,gas,septic,No,No,No
367,127000,0.06,18,16400,1479,64,3,0,1.5,7,hot air,gas,public/commercial,No,No,No
368,175000,0.46,29,27400,1874,64,4,1,2.5,7,hot water/steam,gas,public/commercial,No,No,No
369,255250,0.5,0,17500,2099,64,4,1,2.5,8,hot air,gas,public/commercial,No,No,No
370,175000,0.6,33,32000,1872,64,3,1,2.5,8,hot water/steam,gas,public/commercial,No,No,No
371,235000,0.41,17,44300,2388,64,4,1,2.5,11,electric,electric,public/commercial,No,No,Yes
372,324000,0.53,18,65800,2812,64,4,1,2.5,12,hot air,gas,public/commercial,No,No,Yes
373,173000,0.21,11,19100,1064,64,2,1,2.0,4,hot air,gas,public/commercial,No,No,No
374,116900,0.06,20,16400,1375,64,2,0,1.5,7,hot air,gas,public/commercial,No,No,Yes
375,105900,0.09,19,17600,1480,64,3,0,1.5,5,hot air,electric,public/commercial,No,No,No
376,112000,0.13,25,18300,1260,64,2,1,1.5,5,hot air,gas,public/commercial,No,No,Yes
377,235000,0.72,15,40300,2086,64,3,1,2.5,5,hot air,gas,public/commercial,No,No,Yes
378,235000,1.0,9,43900,2588,64,4,1,2.5,12,hot air,oil,septic,No,No,No
379,130000,0.18,18,18800,1480,64,3,0,1.5,4,electric,electric,public/commercial,No,No,No
380,235000,0.74,10,35700,1752,64,3,1,2.5,7,hot air,gas,public/commercial,No,No,No
381,191900,0.48,32,28200,2660,64,4,1,2.5,11,hot water/steam,gas,public/commercial,No,No,No
382,284900,0.58,20,69500,2417,64,3,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
383,335000,0.01,21,79100,2793,64,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
384,140000,1.0,78,21200,1152,64,2,0,1.0,6,hot water/steam,oil,septic,No,No,No
385,191000,0.41,29,25400,2344,64,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No,No
386,153000,0.51,33,34600,1926,64,4,1,1.5,6,hot air,gas,public/commercial,No,No,Yes
387,196000,0.55,35,34800,2208,64,4,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
388,248000,0.46,16,60500,2208,64,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
389,240000,0.6,35,32000,2708,64,5,2,2.5,12,hot water/steam,gas,public/commercial,No,No,No
390,132000,0.19,18,18900,1142,64,3,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
391,199000,1.42,32,48300,2529,64,3,1,2.0,7,hot air,gas,septic,No,No,Yes
392,217000,0.69,20,35500,1797,64,4,0,2.0,9,electric,electric,septic,No,No,No
393,167000,0.51,31,34600,1611,64,3,1,1.5,4,hot air,gas,public/commercial,No,No,No
394,245000,0.29,13,31400,2576,64,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
395,358000,0.06,10,79600,2653,82,4,0,2.5,10,hot air,gas,septic,No,No,Yes
396,412500,0.6,13,88000,3896,64,5,2,4.5,12,hot water/steam,gas,public/commercial,No,No,Yes
397,208000,0.53,16,37500,1585,64,3,1,1.0,6,hot air,gas,public/commercial,No,No,Yes
398,270000,0.38,10,38000,2774,64,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
399,100000,0.74,54,28300,1283,64,2,1,1.0,3,hot air,gas,septic,No,No,No
400,130000,0.56,29,34800,1136,64,3,0,1.0,6,hot air,oil,septic,No,No,No
401,182500,0.71,32,35100,1896,64,4,1,2.5,6,hot water/steam,gas,public/commercial,No,No,No
402,139000,2.84,55,60200,1536,64,2,1,1.0,7,hot water/steam,gas,septic,No,No,No
403,104000,0.09,19,17600,1480,64,3,1,1.5,5,electric,electric,public/commercial,No,No,No
404,221000,0.52,14,37300,2096,64,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
405,260000,1.0,8,40200,2324,64,4,0,2.5,7,hot air,gas,public/commercial,No,No,Yes
406,182500,0.5,29,29000,2079,64,4,1,2.5,7,hot water/steam,gas,public/commercial,No,No,No
407,196000,0.43,33,31400,1911,64,4,1,1.5,10,hot air,gas,public/commercial,No,No,Yes
408,132000,0.09,18,17600,1480,64,3,1,1.5,7,hot air,gas,public/commercial,No,No,Yes
409,224900,0.11,25,32900,2208,64,4,1,2.5,10,hot water/steam,gas,septic,No,No,No
410,199900,0.24,9,28000,1462,64,3,0,2.5,7,hot air,gas,public/commercial,No,No,No
411,165835,0.39,38,29600,1794,64,4,1,1.5,10,hot air,gas,septic,No,No,No
412,189000,0.8,38,35500,1886,64,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No,No
413,89900,0.19,19,13300,1080,64,3,0,1.5,7,electric,electric,public/commercial,No,No,No
414,235000,0.59,34,31700,2576,64,5,1,3.0,11,hot water/steam,gas,public/commercial,No,No,Yes
415,166000,0.48,26,31200,1508,64,4,1,1.5,5,hot water/steam,gas,public/commercial,No,No,No
416,153100,0.46,35,32700,1672,64,4,1,1.0,5,hot air,gas,public/commercial,No,No,No
417,162000,0.4,35,30000,1739,64,4,1,1.5,9,hot air,gas,public/commercial,No,No,Yes
418,224000,0.52,40,29600,3074,64,7,1,2.5,12,hot water/steam,gas,septic,No,No,No
419,222400,0.86,3,35600,1976,64,3,1,2.5,8,hot air,gas,septic,No,No,No
420,199000,0.46,37,27400,2302,64,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No,No
421,166000,0.95,13,9500,1480,51,3,1,2.0,4,hot air,gas,septic,No,No,Yes
422,149900,0.63,11,17900,960,54,2,0,2.0,5,hot water/steam,gas,public/commercial,No,No,No
423,152000,0.42,16,17400,1582,36,3,0,1.5,8,electric,electric,septic,No,No,No
424,162500,0.34,154,11900,1600,54,4,0,1.0,7,hot air,oil,public/commercial,No,No,No
425,274900,0.5,5,4000,2320,54,4,0,2.5,9,hot air,gas,public/commercial,No,No,No
426,100000,0.2,14,7200,1034,54,2,0,1.5,5,hot water/steam,gas,public/commercial,No,No,No
427,215000,2.96,19,11000,1488,57,3,0,1.5,8,electric,electric,septic,No,No,No
428,124000,1.0,17,3500,1056,57,3,0,1.0,8,electric,electric,septic,No,No,No
429,125000,1.0,128,16200,864,57,3,0,1.0,6,hot air,oil,septic,No,No,No
430,138000,1.0,19,17600,1552,57,3,1,2.0,4,electric,electric,septic,No,No,No
431,225000,0.52,11,18200,1816,57,3,1,1.5,6,hot air,gas,public/commercial,No,No,No
432,180000,0.48,20,12500,1530,57,3,1,2.0,6,hot air,gas,septic,No,No,Yes
433,189900,0.33,14,11900,1756,54,4,0,2.0,8,hot air,gas,public/commercial,No,No,Yes
434,435000,1.0,25,25000,4211,57,5,2,3.5,12,hot water/steam,gas,septic,No,No,No
435,120000,2.6,10,20200,2206,57,3,1,2.5,7,hot air,oil,septic,No,No,No
436,163000,0.15,64,36000,1092,36,2,0,1.0,6,hot air,oil,public/commercial,Yes,No,No
437,131000,2.8,114,28300,1594,36,7,0,1.0,10,hot water/steam,oil,septic,No,No,No
438,126500,0.08,15,2100,1480,54,3,1,2.5,8,hot air,gas,public/commercial,No,No,No
439,122500,0.14,15,3200,1480,54,3,1,1.5,4,hot air,gas,public/commercial,No,No,Yes
440,425000,0.46,88,19700,3003,57,4,1,3.5,12,hot air,gas,septic,No,No,Yes
441,225000,0.63,54,9500,2164,57,2,0,1.5,7,hot water/steam,oil,septic,No,No,No
442,209000,3.8,19,14400,1519,57,2,0,1.0,3,hot water/steam,oil,septic,No,No,No
443,189100,0.46,15,15700,1604,57,3,1,2.5,4,hot air,oil,septic,No,No,Yes
444,285000,0.98,25,15900,1400,57,3,1,2.0,5,electric,electric,septic,No,No,No
445,266600,1.0,12,20300,1752,57,4,0,1.0,7,hot air,gas,septic,No,No,No
446,80000,1.0,32,20300,880,57,2,0,1.5,6,electric,electric,septic,No,No,No
447,225000,6.07,14,25700,1240,57,3,0,2.0,5,hot air,oil,septic,No,No,No
448,159000,0.03,17,18800,1514,36,3,1,1.5,8,hot air,gas,septic,No,No,No
449,119900,0.18,2,15000,840,36,1,0,1.0,6,hot air,gas,public/commercial,No,No,Yes
450,130900,0.11,1,15000,840,36,2,0,1.0,3,hot air,gas,public/commercial,No,No,Yes
451,194670,0.28,124,7400,2592,36,4,0,1.5,12,hot air,gas,public/commercial,No,No,No
452,72000,0.18,121,7300,1010,36,3,0,1.0,7,hot air,gas,public/commercial,No,No,No
453,144700,0.16,2,15000,1380,36,3,0,1.5,6,hot air,gas,public/commercial,No,No,No
454,139500,0.15,3,15000,1366,36,3,0,1.5,8,hot air,gas,public/commercial,No,No,Yes
455,319000,0.5,5,40200,1681,57,3,1,2.5,4,hot air,gas,public/commercial,Yes,No,Yes
456,348000,3.68,14,27200,2037,36,3,1,2.0,9,hot water/steam,oil,septic,No,No,No
457,189900,0.98,16,11200,2570,36,3,0,1.5,10,hot water/steam,oil,septic,No,No,No
458,20000,0.52,59,8000,936,20,2,0,1.0,4,hot air,oil,septic,No,No,No
459,60000,0.01,13,1200,960,41,2,0,1.5,7,hot water/steam,gas,public/commercial,No,No,No
460,179500,0.91,11,3200,1352,30,3,1,1.5,5,hot air,oil,septic,No,No,No
461,133300,0.34,118,6200,1060,41,4,0,1.0,8,hot water/steam,gas,public/commercial,No,No,No
462,153000,2.06,6,40100,1508,30,3,0,2.0,5,hot air,oil,septic,No,No,No
463,111900,0.35,54,19600,1272,60,4,1,1.5,9,hot air,oil,septic,No,No,No
464,187000,0.47,18,18800,2389,27,6,0,3.0,11,hot water/steam,oil,septic,No,No,No
465,158500,0.7,17,28800,1210,60,2,1,1.0,4,hot air,gas,septic,No,No,No
466,153000,0.39,52,21800,1230,60,3,1,1.0,6,hot air,oil,septic,No,No,No
467,190000,0.52,47,28100,1832,60,4,1,2.0,8,hot air,oil,septic,No,No,No
468,242000,1.27,27,34200,1854,60,3,1,1.5,8,hot water/steam,oil,septic,No,No,No
469,234500,2.0,164,40000,2268,60,3,0,2.5,10,hot air,oil,septic,No,No,No
470,225000,0.68,29,28700,1807,60,3,1,1.5,8,hot air,oil,septic,No,No,No
471,165000,0.38,48,21300,1272,60,4,1,1.5,5,hot air,gas,septic,No,No,No
472,129900,0.28,12,4800,1560,47,3,1,1.0,8,hot air,gas,public/commercial,No,No,Yes
473,315000,0.07,15,200,1863,47,3,1,3.5,7,hot air,gas,public/commercial,No,No,Yes
474,129900,0.24,64,1400,1120,47,2,0,1.0,3,hot air,oil,septic,Yes,No,No
475,257000,0.26,15,700,1832,47,2,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
476,324000,3.64,0,7400,2092,47,4,1,2.5,8,hot air,oil,public/commercial,No,No,Yes
477,520000,0.41,13,3100,2702,47,3,1,2.5,11,hot air,oil,public/commercial,No,No,No
478,150414,0.46,32,5800,1040,47,3,1,1.5,5,hot water/steam,oil,public/commercial,No,No,No
479,290000,0.15,13,400,1758,47,2,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
480,112000,0.16,116,6800,2326,27,3,0,2.0,7,hot air,oil,public/commercial,No,No,No
481,185000,1.0,13,13700,2340,27,3,0,1.5,8,electric,electric,septic,No,No,No
482,295000,2.61,1,15700,2058,27,3,1,2.5,9,hot water/steam,oil,septic,No,No,No
483,290000,1.0,33,21700,944,27,1,1,1.0,4,hot air,oil,septic,Yes,No,No
484,79900,0.19,44,9100,640,20,2,0,1.0,6,electric,electric,septic,No,No,No
485,256000,0.83,6,14700,2353,60,4,1,2.5,8,hot air,gas,septic,No,No,Yes
486,245000,1.0,7,17800,2038,54,4,1,2.5,7,hot water/steam,gas,septic,No,No,No
487,140000,0.42,32,18500,1469,60,4,0,1.5,9,hot air,gas,septic,No,No,Yes
488,272000,0.87,10,41100,2219,63,3,1,2.0,10,hot air,gas,public/commercial,No,No,No
489,164000,0.68,16,19900,1774,54,4,0,2.0,7,hot air,gas,public/commercial,No,No,No
490,182500,0.38,51,14600,1296,60,4,1,2.0,9,hot air,oil,septic,No,No,Yes
491,219900,1.1,124,20100,2289,60,4,1,1.5,9,hot water/steam,oil,septic,No,No,No
492,325000,0.8,134,18100,2463,60,5,2,2.5,12,hot air,gas,septic,No,No,No
493,352000,0.95,2,49200,3126,54,4,0,2.5,12,hot air,oil,septic,No,No,Yes
494,315000,4.1,15,26600,2550,54,3,0,2.5,7,hot water/steam,oil,septic,No,No,No
495,154000,0.34,49,13100,1182,60,2,0,1.0,6,hot air,oil,septic,No,No,Yes
496,199000,0.09,48,15800,1890,60,4,1,2.0,7,hot air,oil,septic,No,No,Yes
497,202000,1.0,12,500,1944,36,3,1,2.5,7,hot air,oil,none,No,No,No
498,292000,0.57,6,15000,2815,57,4,1,2.5,10,hot air,gas,public/commercial,No,No,No
499,116600,1.0,11,34900,1040,57,3,1,2.0,7,electric,electric,septic,No,No,No
500,155000,0.48,25,14400,1638,57,4,0,2.0,5,hot air,oil,septic,No,No,No
501,215000,0.14,13,21100,2206,57,4,1,2.5,9,hot air,gas,septic,No,No,No
502,373490,0.19,0,74800,3170,57,4,1,3.5,12,hot air,gas,public/commercial,No,Yes,No
503,259142,0.5,0,74800,2328,57,4,1,2.5,10,hot air,gas,public/commercial,No,Yes,Yes
504,293565,0.35,0,74800,2737,57,4,1,3.0,8,hot air,gas,public/commercial,No,Yes,No
505,285558,0.21,0,32000,2879,54,4,0,3.0,8,hot air,gas,public/commercial,No,Yes,No
506,273960,3.47,1,20300,2158,54,3,1,2.0,10,hot air,gas,septic,No,Yes,Yes
507,185000,0.55,11,19300,1336,57,3,1,2.0,7,hot air,gas,public/commercial,No,No,Yes
508,190000,0.53,4,4200,1594,54,3,0,2.5,6,hot air,gas,public/commercial,No,No,No
509,171000,0.54,11,18900,1603,57,3,0,1.5,4,hot air,gas,public/commercial,No,No,Yes
510,208000,0.54,11,18900,2190,57,4,0,2.5,11,hot air,gas,public/commercial,No,No,Yes
511,168000,0.32,10,10700,1478,54,3,1,2.5,5,hot air,gas,public/commercial,No,No,Yes
512,165000,0.25,10,8400,1348,54,2,0,2.0,7,hot air,gas,public/commercial,No,No,Yes
513,138500,0.32,36,8000,1558,54,3,1,1.0,6,hot air,gas,septic,No,No,Yes
514,179900,0.5,13,18300,1574,54,3,1,1.5,7,hot air,gas,public/commercial,No,No,No
515,180000,0.04,13,16500,1612,54,4,0,2.0,7,hot air,gas,public/commercial,No,No,Yes
516,112000,0.21,129,7300,1216,54,3,0,1.0,7,hot water/steam,gas,public/commercial,No,No,No
517,152000,0.17,124,6000,2256,54,4,0,1.5,8,hot air,gas,public/commercial,No,No,Yes
518,100000,0.51,28,15000,1170,54,3,1,1.5,4,hot air,oil,septic,No,No,No
519,154000,0.17,29,4600,1456,57,3,0,2.0,6,hot air,oil,public/commercial,No,No,No
520,133000,0.11,29,3900,1320,57,3,0,3.0,5,electric,electric,public/commercial,No,No,No
521,285000,0.14,14,20700,2076,57,4,1,2.5,10,hot air,gas,septic,No,No,Yes
522,138000,1.0,22,16800,1326,57,3,0,2.0,5,electric,electric,septic,No,No,No
523,303000,0.18,20,20900,2240,57,4,1,2.5,10,electric,electric,septic,No,No,No
524,250000,1.29,19,21600,2100,57,4,1,3.0,7,hot air,gas,septic,No,No,Yes
525,167500,1.0,27,8300,1129,38,2,0,1.0,7,hot air,oil,septic,No,No,No
526,190000,0.6,19,16000,2296,57,4,1,2.5,7,hot air,gas,septic,No,No,Yes
527,182500,0.46,20,13800,1475,57,3,1,2.0,8,hot air,gas,septic,No,No,No
528,107000,1.03,20,20100,1268,57,3,1,1.0,6,hot air,gas,septic,No,No,No
529,195000,0.47,15,14100,1816,57,3,1,2.0,7,hot air,gas,septic,No,No,No
530,169000,0.5,30,15000,1632,57,4,1,2.5,8,hot water/steam,gas,septic,No,No,No
531,156000,0.26,11,8700,1254,54,2,0,1.5,5,hot air,gas,public/commercial,No,No,No
532,120000,0.49,30,64400,1272,57,3,0,1.0,4,hot air,gas,public/commercial,No,No,No
533,170000,0.28,29,80800,1604,57,4,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
534,249835,0.52,0,77000,2474,57,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
535,188095,0.15,0,36000,2057,57,3,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
536,176450,0.05,6,32000,1852,57,3,0,2.5,8,electric,electric,public/commercial,No,No,Yes
537,322277,0.09,1,51400,2242,57,3,0,3.0,8,hot air,gas,public/commercial,No,No,Yes
538,149000,0.49,32,64400,1564,57,4,1,1.5,9,hot air,gas,public/commercial,No,No,No
539,95000,0.19,24,39200,960,57,3,0,1.0,6,electric,electric,septic,No,No,No
540,198500,0.1,63,85000,1680,57,2,0,2.5,7,hot air,gas,public/commercial,No,No,Yes
541,185000,0.03,3,27000,1428,57,2,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
542,168900,0.16,0,36800,1672,57,3,0,2.5,7,hot air,gas,public/commercial,No,No,Yes
543,220000,0.28,29,80800,2284,57,3,1,1.5,6,hot air,gas,public/commercial,No,No,Yes
544,129900,0.32,31,54200,1286,57,3,1,1.0,4,hot air,gas,public/commercial,No,No,Yes
545,167000,0.23,53,73000,1250,57,3,0,1.0,4,hot water/steam,gas,public/commercial,No,No,No
546,330000,0.12,113,51300,1896,57,4,0,1.5,8,hot water/steam,oil,public/commercial,No,No,No
547,336000,0.15,1,61000,2592,57,3,0,3.0,10,hot air,gas,public/commercial,No,No,Yes
548,512971,0.01,0,12500,1904,57,2,1,2.0,8,hot air,gas,public/commercial,No,No,Yes
549,229000,0.29,3,46400,1680,57,3,0,2.0,6,hot air,gas,public/commercial,No,No,Yes
550,145000,0.16,38,54900,1152,57,2,1,1.0,7,hot air,gas,public/commercial,No,No,No
551,103000,0.07,16,46600,1290,57,3,1,1.5,5,electric,electric,public/commercial,No,No,Yes
552,210000,0.17,93,55800,2396,57,4,1,1.5,11,hot air,gas,public/commercial,No,No,No
553,559000,0.24,55,255000,3090,57,4,2,4.0,12,hot water/steam,gas,public/commercial,No,No,Yes
554,218000,0.21,142,107000,1428,57,3,0,1.0,8,hot water/steam,oil,public/commercial,No,No,No
555,262138,0.15,0,114000,1631,57,3,1,2.5,4,hot air,gas,public/commercial,No,No,Yes
556,125000,0.24,33,49100,1368,57,3,0,1.0,7,hot air,gas,public/commercial,No,No,No
557,130000,0.16,36,54900,1134,57,3,0,1.0,4,hot air,gas,public/commercial,No,No,No
558,157500,0.3,27,84600,1697,57,3,1,1.5,6,hot air,gas,public/commercial,No,No,Yes
559,193000,0.3,6,47000,1666,57,3,1,2.5,4,hot air,gas,public/commercial,No,No,Yes
560,275000,0.12,78,89000,1738,57,4,1,2.5,6,hot water/steam,oil,public/commercial,No,No,Yes
561,240000,0.15,103,210000,1457,57,2,0,1.5,7,hot water/steam,gas,public/commercial,No,No,No
562,200136,0.15,0,54000,1632,57,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
563,395000,1.4,12,128500,2186,57,3,0,2.5,6,hot air,gas,none,No,No,Yes
564,366703,0.15,0,95000,2117,57,3,1,2.5,6,hot air,electric,public/commercial,No,No,Yes
565,103150,0.25,32,50000,936,57,3,1,1.0,8,hot air,gas,public/commercial,No,No,No
566,310000,0.17,169,220000,3347,57,6,2,2.5,12,hot water/steam,gas,public/commercial,No,No,No
567,142900,0.36,32,50600,1824,57,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
568,359770,0.16,1,62600,2592,57,3,0,3.0,8,hot air,gas,public/commercial,No,No,Yes
569,126000,0.68,64,84200,1080,57,2,0,1.0,7,hot air,oil,septic,No,No,No
570,760000,1.22,2,194700,3148,57,5,0,3.5,12,hot air,gas,septic,No,No,Yes
571,282500,0.25,150,115000,2128,57,3,1,1.5,8,hot water/steam,gas,public/commercial,No,No,No
572,132000,0.06,18,28800,1616,57,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
573,325000,0.23,5,73800,3313,57,4,1,2.5,12,hot air,gas,public/commercial,No,No,Yes
574,207000,0.48,25,57800,2327,57,3,1,1.5,10,hot water/steam,gas,public/commercial,No,No,No
575,155000,0.24,32,49100,1640,57,4,1,1.5,7,hot air,gas,public/commercial,No,No,Yes
576,330000,0.12,73,89000,1421,57,3,0,1.5,5,hot water/steam,gas,public/commercial,No,No,No
577,101760,0.15,103,54000,1280,57,2,1,1.0,3,hot water/steam,gas,public/commercial,No,No,No
