id_cliente;genero;jubilado;casado;hijos;meses_antiguedad;servicio_telefonico;multiples_lineas;servicio_internet;tipo_servicio_internet;antivirus_web;copia_seguridad;antivirus_dispositivo;soporte_tecnico;tv_streaming;peliculas_streaming;contrato;factura_papel;metodo_pago;monto_abono;monto_total;abandono
8262-COGGB;Hombre;0;0;0;1;1;0;0;0;2;2;2;2;2;2;1;1;Cheque papel;2045;2045;0
6663-JOCQO;Hombre;0;1;1;31;1;1;1;1;1;1;0;1;0;1;2;1;Transferencia bancaria automatica;7525;23445;0
9620-QJREV;Hombre;0;0;1;47;1;0;0;0;2;2;2;2;2;2;2;0;Debito automatico;2055;101305;0
2276-YDAVZ;Mujer;0;0;0;3;1;1;1;2;0;0;0;0;0;0;1;1;Debito automatico;751;2707;1
2682-KEVRP;Mujer;1;0;0;22;1;0;0;0;2;2;2;2;2;2;2;1;Cheque papel;2005;417;0
2480-JZOSN;Mujer;0;1;0;1;1;0;0;0;2;2;2;2;2;2;1;1;Cheque papel;2065;2065;0
0078-XZMHT;Hombre;0;1;0;72;1;1;1;1;0;1;1;1;1;1;3;1;Transferencia bancaria automatica;8515;63162;0
5896-NPFWW;Hombre;0;1;1;3;1;0;1;1;0;0;1;0;0;0;1;1;Cheque electronico;5015;16815;1
9978-HYCIN;Hombre;1;1;1;47;1;0;1;2;0;1;0;0;1;0;2;1;Transferencia bancaria automatica;8495;401805;0
8338-QIUNR;Hombre;0;1;1;72;1;1;1;1;1;0;1;1;0;0;3;1;Debito automatico;665;48116;0
1525-LNLOJ;Hombre;0;1;1;66;1;1;1;1;0;0;1;0;1;0;3;1;Transferencia bancaria automatica;633;41897;0
9450-TRJUU;Hombre;0;0;0;35;1;1;1;2;0;0;0;0;1;0;1;0;Cheque electronico;8315;284845;0
1766-GKNMI;Hombre;0;0;0;29;1;1;1;2;0;0;0;0;0;1;1;1;Cheque electronico;849;25162;0
6942-LBFDP;Mujer;0;0;0;2;1;0;0;0;2;2;2;2;2;2;1;1;Cheque papel;2055;336;0
1456-TWCGB;Hombre;0;0;0;4;1;0;1;1;0;1;0;0;0;0;1;0;Cheque papel;4925;20845;0
7133-VBDCG;Mujer;0;0;0;25;1;0;1;2;1;1;0;0;0;0;1;1;Transferencia bancaria automatica;7985;201535;1
7596-ZYWBB;Mujer;0;0;0;65;1;0;1;1;1;1;0;1;0;0;3;1;Cheque papel;596;37398;0
8329-UTMVM;Hombre;1;0;0;27;1;1;1;2;0;1;0;1;1;1;2;1;Transferencia bancaria automatica;10465;2964;0
3014-WJKSM;Hombre;0;1;0;29;1;0;1;2;0;0;1;0;0;0;1;1;Debito automatico;753;22634;0
3347-YJZZE;Hombre;0;1;1;29;1;1;1;1;0;1;1;0;1;1;1;0;Debito automatico;801;22118;0
1029-QFBEN;Hombre;0;0;0;1;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;1955;1955;1
7929-DMBCV;Mujer;0;1;0;20;1;0;1;2;0;0;1;1;0;0;1;1;Cheque papel;81;16837;0
9661-JALZV;Mujer;0;0;0;58;1;1;0;0;2;2;2;2;2;2;3;1;Debito automatico;247;1519;0
5433-KYGHE;Mujer;0;0;1;14;1;1;1;2;1;0;0;1;0;0;1;1;Cheque papel;86;116405;0
4312-KFRXN;Hombre;0;1;0;72;1;1;0;0;2;2;2;2;2;2;3;0;Cheque papel;254;17109;0
5575-TPIZQ;Hombre;0;0;0;46;1;1;1;2;1;0;0;0;1;0;1;1;Debito automatico;8915;424555;0
0114-IGABW;Mujer;0;1;0;71;0;2;1;1;0;1;1;1;1;1;3;0;Transferencia bancaria automatica;5825;41459;0
9944-AEXBM;Hombre;0;0;0;32;1;1;1;2;0;0;0;0;0;1;1;1;Transferencia bancaria automatica;8565;26643;0
1853-ARAAQ;Mujer;0;0;0;26;0;2;1;1;0;0;1;0;1;1;1;1;Debito automatico;5035;12775;0
6952-OMNWB;Hombre;1;1;0;68;1;1;1;2;0;0;1;0;0;0;1;1;Debito automatico;8035;55893;0
4697-LUPSU;Hombre;0;1;1;2;1;0;0;0;2;2;2;2;2;2;2;0;Cheque papel;202;3475;0
8434-VGEQQ;Hombre;0;1;1;61;1;0;0;0;2;2;2;2;2;2;3;0;Debito automatico;2055;130595;0
4952-YSOGZ;Mujer;0;1;1;4;1;1;1;2;0;0;0;0;0;1;1;1;Cheque electronico;8595;3813;1
1589-AGTLK;Hombre;0;0;0;3;1;0;1;1;0;0;0;0;0;0;1;1;Cheque electronico;4535;1415;1
5244-IRFIH;Hombre;1;1;0;33;1;1;1;2;0;0;0;0;1;1;1;1;Cheque electronico;945;310555;1
6549-YMFAW;Hombre;1;1;0;9;1;0;0;0;2;2;2;2;2;2;1;1;Cheque papel;2125;20455;0
4950-HKQTE;Mujer;0;0;0;22;1;1;0;0;2;2;2;2;2;2;3;0;Cheque papel;2625;6059;0
6786-OBWQR;Mujer;0;1;1;5;1;0;1;2;0;0;0;0;1;0;1;1;Cheque electronico;8085;3561;0
2684-EIWEO;Mujer;1;0;0;30;1;1;1;2;1;1;1;0;0;0;1;0;Debito automatico;917;275815;1
2753-JMMCV;Hombre;0;0;0;65;1;1;1;1;0;1;1;1;0;1;3;1;Debito automatico;742;480565;0
6439-GTPCA;Mujer;0;0;0;45;1;1;1;2;0;0;1;1;0;0;1;1;Cheque electronico;8725;39417;1
6621-YOBKI;Hombre;0;0;0;5;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;2035;9275;0
1216-JWVUX;Hombre;0;1;1;25;1;0;1;2;0;1;0;0;0;0;1;1;Cheque electronico;755;190105;0
7564-GHCVB;Mujer;0;1;1;72;1;1;1;2;1;0;0;0;0;0;3;0;Transferencia bancaria automatica;7905;57307;0
1173-NOEYG;Mujer;0;1;0;27;1;1;1;2;0;0;1;0;0;1;1;0;Transferencia bancaria automatica;9015;24234;0
7595-EHCDL;Hombre;0;1;1;32;0;2;1;1;0;0;1;0;1;1;1;0;Debito automatico;506;165345;0
6647-ZEDXT;Mujer;0;0;0;30;1;1;1;2;0;1;1;1;1;1;2;0;Debito automatico;11045;332705;0
2521-NPUZR;Hombre;0;1;0;70;1;0;1;2;1;1;1;1;0;1;3;0;Debito automatico;101;70855;0
1307-TVUFB;Hombre;1;0;0;42;1;1;1;2;0;1;0;0;0;0;1;1;Transferencia bancaria automatica;7935;33441;0
7503-MIOGA;Mujer;1;1;0;72;1;1;1;1;1;1;1;1;1;1;3;1;Transferencia bancaria automatica;8985;669735;0
4381-MHQDC;Mujer;0;0;0;47;1;1;1;1;1;0;1;1;0;0;3;1;Cheque papel;65;28799;0
6923-JHPMP;Mujer;0;0;0;2;1;0;1;2;1;0;1;0;0;0;1;1;Cheque electronico;8045;1371;0
5138-WVKYJ;Hombre;0;0;0;10;1;1;1;2;1;0;0;0;1;1;1;0;Cheque electronico;9855;100855;1
4018-PPNDW;Mujer;0;1;1;61;1;1;0;0;2;2;2;2;2;2;3;1;Cheque papel;241;15516;0
1635-FJFCC;Mujer;0;0;0;5;1;0;1;1;0;0;0;0;0;0;1;1;Debito automatico;4405;20215;0
2499-AJYUA;Mujer;1;1;0;72;1;1;1;2;0;1;1;1;1;1;3;1;Debito automatico;1108;788225;0
6919-ELBGL;Hombre;1;1;1;72;1;1;1;2;1;1;1;1;1;1;3;1;Transferencia bancaria automatica;11495;81964;0
3966-HRMZA;Mujer;1;0;0;3;1;0;1;2;0;0;1;0;0;0;1;0;Cheque papel;7505;2029;0
6425-JWTDV;Hombre;0;1;0;48;1;0;0;0;2;2;2;2;2;2;3;0;Cheque papel;1925;8551;0
8405-IGQFX;Mujer;0;0;0;63;1;0;1;2;0;0;1;1;1;0;2;1;Debito automatico;9005;5817;0
8224-IVVPA;Mujer;0;0;0;27;1;0;1;1;1;1;0;0;0;0;1;1;Cheque papel;567;165295;0
9477-LGWQI;Hombre;0;1;1;70;1;0;1;1;1;1;1;0;1;1;3;1;Debito automatico;8015;560015;0
1410-RSCMR;Hombre;0;1;1;7;1;0;1;1;1;0;1;1;0;1;1;1;Debito automatico;7135;51575;0
3115-CZMZD;Hombre;0;0;1;0;1;0;0;0;2;2;2;2;2;2;3;0;Cheque papel;2025;;0
0139-IVFJG;Mujer;0;1;0;2;1;0;1;2;1;1;0;0;1;0;1;0;Cheque electronico;9035;1905;0
6683-VLCTZ;Hombre;1;0;0;20;1;1;1;2;0;0;1;0;1;1;1;1;Cheque electronico;9855;18428;1
5730-DBDSI;Hombre;0;0;0;66;1;0;0;0;2;2;2;2;2;2;3;0;Transferencia bancaria automatica;197;12538;0
0030-FNXPP;Mujer;0;0;0;3;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;1985;572;0
2189-WWOEW;Mujer;0;0;1;15;1;0;1;2;0;1;0;0;0;1;1;1;Transferencia bancaria automatica;859;126955;1
5684-FJVYR;Mujer;0;1;1;72;1;1;1;2;1;1;0;1;0;0;3;1;Transferencia bancaria automatica;9035;65634;0
4013-GUXND;Hombre;0;0;0;1;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;208;208;0
1894-IGFSG;Mujer;0;0;0;22;1;0;1;2;0;0;0;0;1;1;1;0;Cheque electronico;8925;190785;1
7379-POKDZ;Hombre;0;1;0;3;1;0;1;2;0;0;0;0;0;0;1;1;Cheque electronico;703;20885;1
1266-NZYUI;Mujer;0;1;1;72;1;1;1;1;1;0;1;1;0;0;3;0;Transferencia bancaria automatica;6685;47588;0
7969-FFOWG;Hombre;0;1;1;65;1;0;0;0;2;2;2;2;2;2;3;0;Cheque papel;199;12926;0
4718-DHSMV;Mujer;0;0;0;11;0;2;1;1;0;0;0;0;1;0;1;1;Cheque papel;358;36315;0
5175-WLYXL;Hombre;0;0;0;22;1;1;1;2;0;1;0;0;0;0;1;1;Cheque papel;7885;160025;0
7817-OMJNA;Hombre;0;0;0;14;1;0;0;0;2;2;2;2;2;2;2;0;Transferencia bancaria automatica;204;2757;0
8728-SKJLR;Hombre;0;0;0;41;1;0;1;2;0;0;0;1;0;0;1;1;Cheque electronico;7425;30891;0
3137-NYQQI;Hombre;0;1;0;17;1;0;1;1;1;1;0;0;0;1;2;0;Cheque papel;648;11756;0
7706-DZNKK;Hombre;0;0;0;11;1;0;0;0;2;2;2;2;2;2;1;1;Debito automatico;2045;2373;0
0236-HFWSV;Hombre;0;0;0;15;1;1;1;2;0;0;0;0;1;1;1;1;Cheque electronico;9335;144465;1
3900-AQPHZ;Mujer;0;0;0;1;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;199;199;1
5842-POCOP;Mujer;0;1;0;5;1;0;1;2;1;0;1;0;0;1;1;1;Cheque papel;889;45415;1
2037-XJFUP;Hombre;0;1;0;33;1;0;1;2;0;0;1;0;1;1;2;1;Cheque electronico;958;303675;1
8823-RLPWL;Mujer;0;1;0;72;1;1;1;2;1;1;1;0;1;1;3;1;Debito automatico;11065;806565;0
9505-SQFSW;Mujer;0;1;1;3;0;2;1;1;0;1;0;0;0;1;1;0;Cheque papel;403;925;0
7314-OXENN;Hombre;0;0;0;2;1;1;1;2;0;1;0;0;0;0;1;1;Cheque electronico;82;18465;1
3758-CKOQL;Mujer;0;1;0;59;1;1;1;2;1;1;1;1;0;1;2;1;Debito automatico;107;61523;0
0322-CHQRU;Hombre;0;0;0;2;1;0;1;1;0;0;0;0;0;0;1;0;Cheque electronico;4535;895;1
5676-CFLYY;Hombre;0;1;1;71;1;0;1;1;0;1;0;1;1;1;3;1;Debito automatico;7335;51545;0
7521-AFHAB;Mujer;0;1;1;5;1;0;1;1;0;0;0;0;0;0;1;0;Cheque papel;448;22045;0
0285-INHLN;Hombre;0;1;1;27;1;0;1;1;1;1;0;0;0;0;1;1;Debito automatico;5475;15103;0
4678-DVQEO;Mujer;0;0;0;1;1;0;1;1;0;0;0;1;0;0;1;1;Cheque electronico;522;522;1
5125-CNDSP;Hombre;0;0;1;63;0;2;1;1;1;1;0;1;0;0;2;1;Transferencia bancaria automatica;406;258895;0
0691-IFBQW;Mujer;1;0;0;46;1;1;1;2;1;1;1;0;1;1;2;1;Cheque electronico;110;48748;1
4992-LTJNE;Hombre;0;1;1;72;1;1;1;1;1;0;0;0;0;0;3;0;Transferencia bancaria automatica;553;39836;0
2202-OUTMO;Mujer;0;1;0;34;1;1;1;1;1;0;0;1;0;0;1;1;Transferencia bancaria automatica;6085;20036;0
0810-BDHAW;Mujer;0;1;1;24;1;1;1;1;1;1;0;0;1;1;2;0;Cheque electronico;784;18324;0
0229-LFJAF;Hombre;0;0;0;72;1;1;1;1;1;1;1;1;0;0;3;0;Transferencia bancaria automatica;6965;490825;0
7131-ZQZNK;Mujer;0;1;1;60;0;2;1;1;1;0;1;1;1;1;3;0;Debito automatico;5985;35902;0
3442-ZHHCC;Hombre;0;0;0;68;1;1;1;1;1;1;1;0;0;1;2;1;Debito automatico;769;5023;0
5726-CVNYA;Mujer;0;1;1;8;1;0;0;0;2;2;2;2;2;2;3;1;Cheque papel;1985;1466;0
9871-ELEYA;Mujer;0;0;1;34;1;0;1;1;1;0;1;1;1;0;3;0;Debito automatico;6765;23393;0
4257-GAESD;Mujer;0;0;0;6;0;2;1;1;0;0;0;0;1;1;1;0;Debito automatico;45;2987;0
5173-WXOQV;Hombre;0;1;0;2;1;0;1;1;0;1;0;1;0;1;1;1;Cheque papel;642;14365;0
2040-OBMLJ;Hombre;0;0;0;31;1;1;1;2;0;0;0;1;0;0;2;0;Debito automatico;817;254865;0
6286-ZHAOK;Mujer;0;1;1;20;1;1;0;0;2;2;2;2;2;2;1;1;Transferencia bancaria automatica;2555;5074;0
3807-XHCJH;Mujer;0;1;1;1;1;0;0;0;2;2;2;2;2;2;1;0;Cheque electronico;20;20;0
3009-JWMPU;Hombre;0;0;0;62;1;1;1;2;0;0;1;0;1;1;2;1;Cheque electronico;9675;61254;1
5671-RQRLP;Mujer;1;1;0;70;1;1;1;2;0;0;0;0;0;0;3;1;Debito automatico;7565;54114;0
1450-GALXR;Mujer;0;0;0;10;1;1;1;2;0;0;0;1;1;1;1;1;Cheque electronico;985;105825;1
8859-AXJZP;Hombre;0;1;1;39;1;1;0;0;2;2;2;2;2;2;3;1;Cheque papel;238;9038;0
3174-AKMAS;Mujer;0;1;0;46;1;0;1;1;0;1;0;1;1;0;3;1;Debito automatico;642;30095;0
3138-BKYAV;Hombre;0;0;0;6;1;0;1;2;0;1;0;0;1;0;1;1;Cheque electronico;8535;48945;1
9926-PJHDQ;Mujer;0;1;1;72;1;1;1;1;0;0;1;0;1;1;3;1;Transferencia bancaria automatica;768;546845;0
7382-DFJTU;Hombre;0;0;0;18;1;0;1;1;0;0;1;1;0;0;1;0;Debito automatico;552;10581;0
2798-NYLMZ;Hombre;0;1;0;71;1;1;1;2;1;0;1;1;1;1;3;1;Debito automatico;10855;7616;0
4289-DTDKW;Hombre;0;1;0;40;1;1;1;2;0;1;0;0;1;1;1;1;Cheque electronico;1013;41131;1
1820-TQVEV;Hombre;0;0;0;1;1;0;1;2;0;0;0;0;0;0;1;1;Cheque electronico;6955;6955;1
2239-JALAW;Hombre;0;0;0;58;1;1;1;2;0;1;1;0;1;1;2;1;Transferencia bancaria automatica;10325;601765;1
4853-RULSV;Hombre;0;0;0;70;1;1;1;2;1;0;0;1;1;1;3;1;Debito automatico;104;725015;1
8098-TDCBU;Mujer;0;1;0;42;1;1;0;0;2;2;2;2;2;2;3;0;Cheque electronico;2525;11082;0
3551-GAEGL;Hombre;0;1;1;34;0;2;1;1;1;0;0;0;0;0;2;0;Transferencia bancaria automatica;304;93865;0
4785-NKHCX;Hombre;1;0;0;5;1;0;0;0;2;2;2;2;2;2;1;0;Transferencia bancaria automatica;2005;9415;0
3196-NVXLZ;Mujer;0;0;0;25;1;1;1;2;0;0;0;0;1;0;1;1;Cheque papel;846;208805;0
6275-YDUVO;Mujer;0;0;0;2;1;0;1;2;0;0;1;0;0;1;1;1;Cheque papel;862;1787;1
0036-IHMOT;Mujer;0;1;1;55;1;0;1;2;0;1;1;1;1;1;2;1;Transferencia bancaria automatica;1037;565675;0
0115-TFERT;Hombre;0;1;0;21;1;1;1;2;0;1;1;1;1;1;1;1;Cheque electronico;1112;23171;1
4178-EGMON;Hombre;0;1;0;70;1;1;1;2;1;1;0;1;0;0;3;1;Debito automatico;88;598645;0
4220-TINQT;Mujer;0;1;0;61;1;1;1;2;0;0;1;1;1;1;1;1;Cheque electronico;10635;675135;0
5318-YKDPV;Hombre;0;1;1;43;1;0;1;1;1;0;1;1;1;1;3;1;Debito automatico;7915;35666;0
7975-TZMLR;Hombre;0;0;0;47;1;1;1;2;0;1;1;0;1;1;2;1;Cheque electronico;1031;48893;0
0295-QVKPB;Hombre;0;0;0;5;1;0;1;1;0;0;1;1;1;0;1;1;Debito automatico;6395;3181;0
4335-BSMJS;Mujer;0;0;0;62;1;1;0;0;2;2;2;2;2;2;3;1;Debito automatico;258;156395;0
2311-QYMUQ;Mujer;0;1;1;16;1;0;1;2;0;1;1;0;1;0;1;1;Debito automatico;8945;143025;1
3643-AHCFP;Hombre;1;1;0;7;1;1;1;2;0;0;0;0;1;1;1;1;Transferencia bancaria automatica;956;64435;1
9146-JRIOX;Mujer;0;1;1;14;1;1;0;0;2;2;2;2;2;2;1;0;Cheque papel;2555;37245;0
3104-OWCGK;Hombre;0;1;1;60;1;0;1;2;0;1;1;0;1;0;2;0;Cheque electronico;9095;54534;1
5337-IIWKZ;Hombre;0;1;1;34;0;2;1;1;0;0;1;1;1;0;1;1;Cheque electronico;4485;14426;0
9101-BWFSS;Mujer;0;1;0;50;1;1;1;2;1;1;0;1;1;1;2;0;Cheque electronico;10855;56107;1
9650-VBUOG;Hombre;0;1;1;38;1;1;0;0;2;2;2;2;2;2;3;0;Debito automatico;2505;96395;0
3487-EARAT;Mujer;0;1;1;70;1;0;1;1;1;1;1;1;0;1;2;0;Debito automatico;741;52223;0
2672-TGEFF;Mujer;0;1;1;37;1;1;1;2;0;1;0;0;1;0;1;1;Cheque electronico;888;334055;0
9231-ZJYAM;Mujer;1;0;0;4;1;0;1;2;0;0;0;0;1;0;1;1;Cheque electronico;7885;2928;1
4250-WAROZ;Hombre;1;1;1;60;1;1;1;2;1;1;0;0;0;1;1;1;Cheque electronico;9325;577455;0
8184-WMOFI;Hombre;0;1;1;62;1;0;1;1;1;0;1;1;0;1;2;0;Debito automatico;714;44873;0
6982-SSHFK;Hombre;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;0;Cheque papel;444;444;1
6092-QZVPP;Hombre;0;0;0;36;1;0;1;1;1;0;1;1;1;1;1;1;Debito automatico;792;285495;0
4625-LAMOB;Hombre;0;0;0;44;1;0;0;0;2;2;2;2;2;2;3;0;Debito automatico;204;90555;0
0727-BMPLR;Mujer;1;0;0;55;1;1;1;2;0;0;1;0;1;1;2;1;Cheque electronico;100;55093;1
0392-BZIUW;Mujer;0;1;0;72;1;1;1;2;1;0;1;0;1;1;3;1;Debito automatico;105;75898;0
1038-ZAGBI;Mujer;0;1;1;12;1;0;0;0;2;2;2;2;2;2;2;0;Transferencia bancaria automatica;198;2296;1
6549-NNDYT;Mujer;0;0;0;13;0;2;1;1;1;0;0;0;0;0;1;1;Transferencia bancaria automatica;3085;3941;0
3027-ZTDHO;Hombre;0;0;0;1;1;0;1;2;0;0;0;0;1;1;1;1;Cheque electronico;899;899;1
0422-OHQHQ;Mujer;0;1;1;15;1;0;0;0;2;2;2;2;2;2;2;0;Cheque papel;2055;29595;0
6916-HIJSE;Mujer;0;0;0;65;1;0;1;1;1;1;1;1;1;1;3;1;Transferencia bancaria automatica;8485;54592;0
2316-ESMLS;Mujer;0;1;1;12;0;2;1;1;1;0;0;1;0;0;2;0;Debito automatico;3315;44475;0
9778-OGKQZ;Hombre;0;1;0;72;1;1;1;1;1;1;1;1;1;1;3;1;Debito automatico;92;678215;0
7408-OFWXJ;Mujer;0;1;1;72;1;1;1;1;1;1;1;1;1;1;3;0;Debito automatico;898;651045;0
6007-TCTST;Mujer;0;1;1;72;1;1;1;2;1;1;1;1;1;1;3;1;Transferencia bancaria automatica;1158;84765;0
2252-NKNSI;Hombre;0;0;1;52;1;1;1;1;1;1;0;1;1;1;3;1;Cheque papel;8515;446185;0
8713-IGZSO;Hombre;0;0;0;2;1;1;0;0;2;2;2;2;2;2;1;0;Cheque papel;2485;62;0
7905-TVXTA;Mujer;0;0;0;5;1;0;1;1;1;0;0;1;1;0;1;1;Cheque electronico;6435;35265;0
7695-PKLCZ;Mujer;0;0;0;68;1;0;0;0;2;2;2;2;2;2;3;0;Debito automatico;205;14249;0
2382-BCKQJ;Mujer;0;0;1;62;1;1;1;2;0;0;1;0;1;1;2;1;Cheque electronico;10015;641365;1
8374-UULRV;Hombre;0;0;0;72;1;1;1;1;1;1;0;1;1;1;3;0;Debito automatico;8605;630965;0
2207-NHRJK;Hombre;0;0;0;1;1;0;1;1;0;1;0;0;0;0;1;0;Cheque electronico;508;508;1
3224-DFQNQ;Mujer;0;1;0;66;1;1;1;2;1;1;0;1;0;0;2;0;Cheque electronico;89;58986;0
5275-PMFUT;Hombre;0;1;1;72;0;2;1;1;1;1;1;1;1;1;3;1;Debito automatico;648;471975;0
4795-UXVCJ;Hombre;0;0;0;26;1;0;0;0;2;2;2;2;2;2;2;0;Debito automatico;198;4573;0
9777-IQHWP;Hombre;0;1;1;64;1;1;1;2;1;0;1;0;0;1;3;0;Transferencia bancaria automatica;934;58223;0
0947-MUGVO;Hombre;1;1;0;20;1;0;1;2;0;1;0;0;0;0;1;1;Cheque electronico;7365;14635;1
9944-HKVVB;Mujer;0;0;0;3;1;0;1;2;0;1;0;0;1;1;1;1;Cheque electronico;951;3074;1
4124-MMETB;Hombre;0;0;0;22;1;1;1;2;0;0;0;0;1;1;1;1;Debito automatico;9465;210455;1
3671-SHRSP;Hombre;0;1;0;4;1;0;1;2;0;0;1;1;0;0;1;1;Cheque papel;806;31915;1
0979-MOZQI;Hombre;0;1;0;62;0;2;1;1;0;0;0;1;1;0;3;1;Transferencia bancaria automatica;39;233745;0
2732-ISEZX;Mujer;0;0;0;5;1;0;0;0;2;2;2;2;2;2;1;1;Cheque papel;205;1043;0
3313-QKNKB;Hombre;0;1;0;59;1;1;1;2;0;0;0;0;0;1;2;0;Cheque electronico;8555;508465;1
0323-XWWTN;Hombre;0;0;1;3;1;1;0;0;2;2;2;2;2;2;3;1;Cheque papel;264;12125;0
1937-OTUKY;Mujer;0;1;0;72;1;1;1;2;1;0;1;1;1;0;3;1;Transferencia bancaria automatica;982;70159;0
1573-LGXBA;Hombre;0;1;1;57;1;0;1;2;0;1;1;0;1;1;2;1;Debito automatico;9755;5598;0
1764-VUUMT;Hombre;0;0;1;66;1;0;0;0;2;2;2;2;2;2;3;0;Debito automatico;1995;12691;0
5073-WXOYN;Mujer;0;0;0;60;0;2;1;1;0;1;0;0;1;1;1;1;Cheque electronico;508;30274;1
4713-ZBURT;Hombre;0;0;1;45;1;1;1;2;0;0;1;0;1;1;3;0;Transferencia bancaria automatica;997;463435;0
3050-GBUSH;Mujer;0;0;0;3;0;2;1;1;0;0;0;0;1;0;1;1;Debito automatico;348;11395;0
0207-MDKNV;Mujer;0;0;0;15;1;0;1;2;1;0;1;1;1;1;1;0;Cheque electronico;1051;158275;1
7876-AEHIG;Mujer;0;0;1;51;0;2;1;1;1;0;1;1;1;1;2;0;Transferencia bancaria automatica;6015;3077;0
7945-HLKEA;Mujer;0;0;0;60;1;1;1;1;1;0;1;1;0;0;2;0;Cheque electronico;6475;40395;0
9342-VNIMQ;Hombre;0;0;0;33;1;1;1;1;0;1;0;0;0;0;1;1;Transferencia bancaria automatica;5465;16652;0
9851-KIELU;Hombre;0;0;0;10;1;0;1;2;1;1;1;1;1;1;1;1;Cheque electronico;1101;10433;1
3523-BRGUW;Hombre;1;0;0;26;1;0;0;0;2;2;2;2;2;2;2;0;Debito automatico;193;5042;0
3908-BLSYF;Mujer;0;0;0;6;1;0;1;2;0;0;1;0;0;1;1;0;Cheque electronico;839;49755;1
3199-NPKCN;Mujer;0;1;0;67;1;1;1;2;1;0;1;1;1;1;2;1;Cheque electronico;11125;751165;0
5170-PTRKA;Mujer;0;1;1;49;0;2;1;1;1;0;0;1;0;0;2;1;Debito automatico;358;1782;0
4661-NJEUX;Hombre;0;0;0;1;1;0;0;0;2;2;2;2;2;2;1;1;Cheque papel;2005;2005;0
2123-AGEEN;Mujer;1;0;0;7;1;0;1;2;0;0;1;0;1;0;1;1;Cheque electronico;8435;60965;0
1258-YMZNM;Mujer;1;0;0;27;1;1;1;2;1;1;1;0;1;1;2;1;Transferencia bancaria automatica;1105;28576;0
0048-LUMLS;Hombre;0;1;1;37;1;0;1;2;0;0;0;0;1;1;2;0;Debito automatico;912;324755;0
7549-MYGPK;Mujer;0;1;1;63;1;1;1;2;1;1;1;0;1;0;1;1;Cheque electronico;10055;621535;1
5898-IGSLP;Hombre;0;1;1;31;1;1;1;2;1;0;1;1;0;0;1;0;Cheque electronico;893;2823;0
3804-RVTGV;Hombre;0;1;1;50;1;1;1;2;0;1;1;0;1;1;1;1;Transferencia bancaria automatica;10385;50179;1
6259-WJQLC;Hombre;1;0;0;32;1;1;1;2;0;0;1;0;0;0;1;1;Debito automatico;811;261925;0
9227-LUNBG;Mujer;0;0;0;1;0;2;1;1;0;0;0;0;0;0;1;0;Cheque electronico;246;246;1
7997-EASSD;Mujer;0;1;0;63;1;1;1;2;0;0;0;1;0;0;2;1;Debito automatico;812;49651;0
0730-KOAVE;Hombre;0;0;0;30;1;1;1;2;1;1;0;0;0;1;1;1;Debito automatico;943;26797;0
8975-SKGRX;Hombre;0;1;0;71;1;1;1;2;1;1;1;1;1;1;3;1;Transferencia bancaria automatica;1161;831055;0
0678-RLHVP;Mujer;0;0;0;53;1;1;1;2;0;1;1;0;1;1;3;0;Cheque electronico;10555;568225;0
4315-MURBD;Mujer;0;0;0;12;1;0;1;2;1;0;0;1;1;1;1;1;Transferencia bancaria automatica;989;112095;1
2267-FPIMA;Hombre;0;1;0;50;1;1;1;2;1;1;0;0;0;1;1;1;Debito automatico;944;49149;0
1051-GEJLJ;Mujer;0;0;0;2;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;195;2755;0
9734-YWGEX;Mujer;0;0;0;9;1;1;1;2;0;0;1;0;1;1;1;0;Debito automatico;983;9235;1
2719-BDAQO;Hombre;0;0;0;17;1;0;1;2;1;0;0;0;1;1;1;0;Cheque electronico;9385;162565;1
5285-MVEHD;Mujer;0;1;0;56;1;0;1;2;1;1;1;0;1;1;2;1;Debito automatico;1056;606865;0
0379-DJQHR;Hombre;0;1;1;67;1;0;1;1;1;1;1;0;1;1;3;0;Debito automatico;8135;53986;0
0781-LKXBR;Hombre;1;0;0;9;1;1;1;2;0;0;1;0;1;1;1;1;Cheque electronico;1005;9186;1
5543-QDCRY;Hombre;0;0;0;4;1;0;1;1;0;0;0;0;1;0;1;1;Cheque electronico;564;23485;0
0297-RBCSG;Hombre;0;0;0;19;1;0;1;1;0;1;0;1;0;1;2;1;Transferencia bancaria automatica;6535;123185;0
4694-PHWFW;Mujer;0;0;1;8;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;1995;1709;0
0835-JKADZ;Mujer;0;0;0;71;1;1;1;2;0;1;1;1;1;1;3;1;Cheque electronico;11125;798415;0
1907-UBQFC;Hombre;1;0;0;10;1;0;1;2;0;1;0;0;0;0;1;1;Cheque electronico;7285;68865;1
7508-SMHXL;Mujer;1;0;0;15;1;1;1;2;0;1;0;0;1;0;1;0;Debito automatico;89;12883;0
3865-YIOTT;Hombre;0;1;1;72;1;1;1;2;1;0;1;0;1;1;2;1;Transferencia bancaria automatica;1061;78485;0
