id_cliente;genero;casado;edad;graduado;profesion;experiencia_laboral;clasificacion_gasto;integrantes_familia;categoria_cliente;grupo_segmentacion
462323;Mujer;1;70;1;Doctor;0;2;2;Cat_6;C
467899;Hombre;1;66;1;Artista;1;2;2;Cat_6;B
461941;Mujer;1;72;1;Artista;0;1;1;Cat_6;C
461383;Hombre;1;71;1;Artista;0;3;2;Cat_6;B
466616;Hombre;0;18;0;Personal de salud;8;1;9;Cat_6;D
464658;Hombre;1;33;0;Artista;1;2;2;Cat_4;B
460699;Hombre;0;28;1;Artista;9;1;1;Cat_6;A
460180;Mujer;1;27;1;Marketing;11;2;2;Cat_6;A
462683;Mujer;1;38;0;Ingeniero;1;1;5;Cat_1;B
464988;Hombre;1;63;1;Artista;0;2;7;Cat_6;C
466593;Hombre;1;70;1;Abogado;0;3;3;Cat_6;A
464542;Mujer;0;26;1;Personal de salud;10;1;1;Cat_6;D
465678;Hombre;1;36;0;Entertainment;1;1;2;Cat_4;A
467862;Mujer;1;47;1;Artista;0;1;3;Cat_6;C
459394;Hombre;0;28;0;Entertainment;9;1;2;Cat_6;A
460091;Mujer;0;26;1;Entertainment;1;1;5;Cat_6;C
461023;Hombre;1;65;0;Abogado;0;3;2;Cat_3;B
461260;Hombre;0;20;0;Marketing;1;1;3;Cat_4;D
463632;Hombre;1;30;1;Artista;0;2;2;Cat_6;C
460047;Hombre;0;41;1;Entertainment;8;1;2;Cat_6;A
460378;Mujer;0;40;1;Doctor;1;1;1;Cat_6;A
464758;Mujer;1;47;0;Ingeniero;1;2;4;Cat_4;B
460931;Hombre;1;40;1;Entertainment;2;2;5;Cat_6;A
463240;Mujer;1;53;0;Ingeniero;0;2;3;Cat_6;A
461126;Mujer;0;28;1;Constructor;0;1;2;Cat_4;B
459698;Hombre;1;60;1;Artista;1;1;2;Cat_6;A
461598;Mujer;0;27;1;Artista;8;1;1;Cat_6;A
465979;Hombre;1;43;1;Artista;2;1;2;Cat_6;B
463974;Mujer;0;33;1;Constructor;7;1;3;Cat_2;C
466231;Hombre;1;56;1;Entertainment;0;2;2;Cat_6;C
459833;Hombre;1;70;1;Ejecutivo;1;3;2;Cat_6;C
462886;Hombre;1;70;0;Doctor;1;3;2;Cat_6;D
467628;Hombre;1;73;0;Ejecutivo;0;3;3;Cat_6;C
467488;Mujer;1;38;1;Entertainment;0;2;2;Cat_2;A
465998;Mujer;0;40;1;Ingeniero;6;1;3;Cat_6;D
459338;Hombre;1;88;0;Ejecutivo;0;1;0;Cat_6;D
466942;Mujer;0;29;1;Personal de salud;1;1;4;Cat_6;D
467195;Hombre;1;27;1;Ejecutivo;0;3;2;Cat_6;A
466310;Mujer;1;40;1;Ingeniero;0;2;2;Cat_6;B
467617;Hombre;1;82;1;Abogado;1;1;1;Cat_6;A
459975;Mujer;0;38;1;Artista;7;1;1;Cat_6;B
464386;Hombre;1;39;1;Doctor;0;2;3;Cat_6;B
462005;Hombre;1;39;1;Artista;0;2;2;Cat_2;C
465859;Hombre;0;47;1;Artista;0;1;1;Cat_6;A
464394;Hombre;1;75;1;Abogado;0;3;2;Cat_6;A
466120;Mujer;1;37;0;Marketing;0;1;4;Cat_6;D
460964;Hombre;1;84;0;Abogado;1;3;2;Cat_6;A
461975;Mujer;0;42;1;Entertainment;6;1;2;Cat_6;A
462172;Hombre;1;39;1;Doctor;0;2;2;Cat_1;D
464563;Hombre;1;42;1;Artista;0;2;2;Cat_6;B
464945;Mujer;1;40;1;Artista;1;2;2;Cat_4;A
463688;Mujer;0;52;1;Doctor;1;1;1;Cat_4;B
461750;Hombre;0;52;0;Artista;5;1;1;Cat_6;B
464400;Hombre;0;31;1;Entertainment;0;1;4;Cat_6;D
463052;Hombre;1;37;1;Marketing;1;1;2;Cat_6;D
461372;Hombre;0;27;1;Artista;3;1;1;Cat_2;A
463367;Mujer;0;35;1;Ingeniero;4;1;4;Cat_2;C
467926;Hombre;1;79;1;Artista;0;3;2;Cat_6;C
461483;Mujer;0;28;1;Doctor;1;1;4;Cat_6;C
467355;Hombre;0;31;0;Personal de salud;0;1;4;Cat_6;D
466416;Hombre;1;88;0;Ejecutivo;0;3;3;Cat_6;D
460330;Mujer;0;51;1;Entertainment;4;1;1;Cat_6;A
459650;Hombre;1;38;1;Entertainment;0;1;2;Cat_6;D
466789;Mujer;1;53;1;Artista;0;2;2;Cat_3;B
466679;Mujer;0;43;1;Artista;8;1;2;Cat_6;B
459362;Hombre;1;55;0;Ejecutivo;0;1;2;Cat_6;A
466128;Hombre;0;35;1;Artista;4;1;2;Cat_6;A
462474;Mujer;1;25;0;Ingeniero;1;2;2;Cat_4;A
459782;Hombre;1;58;1;Artista;6;2;4;Cat_6;C
463113;Mujer;0;32;1;Doctor;1;1;6;Cat_6;D
466683;Mujer;1;49;0;Artista;1;2;4;Cat_3;C
462103;Mujer;1;53;0;Entertainment;9;3;2;Cat_6;A
459227;Mujer;1;31;0;Ingeniero;9;1;4;Cat_6;A
467761;Hombre;0;39;1;Artista;1;1;2;Cat_6;B
459163;Hombre;0;42;1;Entertainment;1;1;1;Cat_6;A
462455;Hombre;0;20;0;Personal de salud;1;1;5;Cat_2;D
460178;Hombre;1;50;1;Entertainment;1;1;2;Cat_6;A
462803;Hombre;0;26;0;Doctor;0;1;6;Cat_2;B
460427;Hombre;1;46;1;Artista;1;2;3;Cat_6;C
466343;Hombre;0;30;1;Doctor;0;1;2;Cat_3;A
461583;Mujer;1;60;1;Doctor;6;2;2;Cat_6;C
466461;Hombre;1;84;0;Abogado;0;1;1;Cat_6;D
462689;Mujer;0;37;1;Constructor;0;1;1;Cat_6;D
462740;Hombre;1;63;1;Artista;6;1;1;Cat_6;B
461355;Mujer;0;38;1;Personal de salud;0;1;2;Cat_6;D
465009;Hombre;1;51;1;Entertainment;0;2;4;Cat_6;C
467658;Hombre;0;20;0;Personal de salud;0;1;4;Cat_3;D
462837;Mujer;0;25;0;Personal de salud;14;1;3;Cat_6;D
463907;Mujer;0;33;1;Doctor;0;1;5;Cat_6;D
462728;Mujer;0;31;0;Ingeniero;0;1;1;Cat_6;D
461175;Hombre;1;57;1;Personal de salud;1;1;3;Cat_6;B
464872;Hombre;1;42;1;Artista;1;1;4;Cat_4;B
460830;Hombre;1;40;0;Entertainment;2;2;5;Cat_2;B
459741;Hombre;1;66;0;Abogado;0;3;3;Cat_6;B
461154;Hombre;0;21;0;Constructor;0;1;4;Cat_3;A
464990;Hombre;1;73;0;Ejecutivo;1;3;2;Cat_6;B
467886;Mujer;1;46;1;Artista;0;1;2;Cat_6;C
459201;Mujer;1;66;1;Artista;0;2;2;Cat_6;C
463357;Hombre;1;27;1;Doctor;0;2;2;Cat_5;D
460539;Mujer;1;35;1;Constructor;0;1;0;Cat_3;D
462380;Mujer;1;53;0;Artista;1;3;4;Cat_6;A
459884;Hombre;1;80;0;Abogado;8;1;1;Cat_6;D
461651;Mujer;1;63;1;Artista;1;2;3;Cat_6;C
465336;Mujer;0;41;1;Doctor;9;1;1;Cat_4;A
461338;Hombre;1;43;1;Artista;1;2;4;Cat_6;C
461050;Hombre;1;47;1;Desconocida;1;3;3;Cat_6;B
460485;Mujer;0;18;0;Marketing;9;1;5;Cat_3;B
467901;Mujer;0;33;1;Entertainment;1;1;4;Cat_6;B
463713;Hombre;0;30;0;Ingeniero;9;1;3;Cat_4;D
464278;Hombre;1;85;1;Ejecutivo;1;3;2;Cat_6;D
461192;Mujer;1;46;1;Artista;0;3;0;Cat_6;C
462285;Hombre;1;48;1;Doctor;0;1;2;;A
463044;Hombre;1;80;1;Abogado;0;3;2;Cat_6;B
463086;Hombre;0;33;1;Artista;8;1;0;Cat_5;A
459595;Mujer;1;36;1;Artista;4;3;7;Cat_6;C
461419;Hombre;1;27;0;Entertainment;3;2;2;Cat_6;B
465767;Hombre;0;28;0;Personal de salud;0;1;5;Cat_4;B
460598;Mujer;1;35;1;Doctor;0;2;3;Cat_3;A
460714;Hombre;0;26;1;Entertainment;1;1;3;Cat_6;D
466482;Mujer;1;39;1;Constructor;0;2;3;Cat_3;A
461584;Mujer;1;56;1;Artista;1;3;4;Cat_2;B
462066;Mujer;0;26;1;Artista;13;1;2;Cat_6;B
463369;Hombre;1;31;1;Entertainment;4;1;2;Cat_6;B
466586;Hombre;0;21;0;Personal de salud;0;1;2;Cat_6;D
464649;Hombre;1;39;0;Entertainment;1;2;4;Cat_4;A
463209;Mujer;0;51;1;Artista;0;1;1;Cat_6;C
466298;Hombre;1;45;0;Doctor;0;1;4;Cat_4;A
466929;Mujer;0;33;1;Constructor;11;1;0;Cat_6;D
466702;Hombre;1;62;0;Abogado;0;1;1;Cat_6;C
459238;Mujer;1;80;1;Abogado;0;3;2;Cat_6;A
463904;Hombre;1;77;1;Ejecutivo;1;1;1;Cat_6;D
463996;Mujer;0;29;0;Personal de salud;0;1;5;Cat_4;D
462208;Mujer;1;33;0;Ingeniero;7;2;5;Cat_4;B
461755;Hombre;0;29;0;Artista;1;1;3;Cat_2;A
466736;Mujer;0;20;0;Personal de salud;1;1;0;Cat_6;D
466872;Hombre;1;43;1;Artista;1;1;2;Cat_3;B
467104;Mujer;0;18;0;Personal de salud;1;1;3;Cat_6;D
463476;Hombre;1;53;1;Artista;3;2;3;Cat_6;B
463953;Hombre;1;28;1;Entertainment;3;2;3;Cat_7;B
462202;Mujer;0;43;1;Entertainment;1;1;4;Cat_4;A
467830;Hombre;0;31;1;Entertainment;1;1;3;Cat_6;D
463752;Mujer;0;28;1;Personal de salud;0;1;2;Cat_3;D
461770;Hombre;1;65;1;Artista;1;1;2;Cat_6;A
466525;Hombre;1;33;1;Artista;0;2;2;Cat_6;B
462349;Hombre;1;49;1;Artista;0;2;6;Cat_6;C
463964;Hombre;0;33;0;Personal de salud;1;1;4;Cat_6;C
459353;Hombre;1;53;1;Artista;6;2;2;Cat_6;C
459709;Mujer;1;47;1;Artista;7;2;4;Cat_6;C
461858;Hombre;0;31;0;Entertainment;1;1;7;Cat_4;D
460450;Hombre;1;52;1;Ejecutivo;1;3;4;Cat_4;B
466520;Hombre;0;61;0;Ingeniero;2;2;2;Cat_3;B
467646;Hombre;0;31;0;Personal de salud;0;1;7;Cat_6;D
460780;Mujer;0;30;1;Personal de salud;1;1;2;Cat_3;A
463514;Hombre;1;63;1;Entertainment;0;2;2;Cat_6;C
465105;Hombre;1;69;0;Ejecutivo;9;2;2;Cat_6;B
460445;Hombre;0;29;1;Ingeniero;0;1;4;Cat_3;D
462961;Mujer;1;56;0;Ingeniero;1;2;5;Cat_6;B
463932;Mujer;1;72;1;Artista;1;2;3;Cat_6;B
459145;Hombre;1;88;0;Abogado;0;1;1;Cat_2;A
465651;Hombre;0;30;0;Ingeniero;1;1;4;Cat_6;D
463721;Mujer;0;31;1;Personal de salud;1;1;4;Cat_2;B
467369;Hombre;0;41;1;Artista;2;1;3;Cat_6;A
461361;Mujer;0;31;1;Personal de salud;9;1;7;Cat_5;D
465608;Hombre;0;20;0;Personal de salud;0;1;5;Cat_3;D
464793;Mujer;1;26;0;Marketing;7;3;3;Cat_4;A
463736;Hombre;1;48;0;Entertainment;0;2;5;Cat_6;C
462799;Hombre;0;26;0;Personal de salud;0;1;0;Cat_5;D
459006;Hombre;0;20;0;Personal de salud;1;1;4;Cat_6;D
460204;Hombre;1;41;1;Artista;4;1;4;Cat_6;A
465257;Hombre;0;20;0;Personal de salud;4;1;5;Cat_2;D
466762;Hombre;1;63;1;Constructor;1;1;3;Cat_6;B
464318;Hombre;1;88;1;Ejecutivo;1;1;1;Cat_6;D
459634;Mujer;0;39;1;Ingeniero;0;1;3;Cat_6;B
465416;Hombre;1;55;0;Ingeniero;1;3;4;Cat_6;A
467275;Hombre;0;32;1;Personal de salud;0;1;0;Cat_6;D
462117;Hombre;0;32;1;Entertainment;1;1;2;Cat_6;D
460710;Mujer;1;38;1;Artista;0;2;3;Cat_6;A
460098;Mujer;1;62;1;Ingeniero;1;1;1;Cat_3;B
465787;Hombre;0;18;0;Personal de salud;1;1;5;Cat_4;D
463365;Hombre;1;67;0;Ejecutivo;1;3;2;Cat_6;D
464042;Mujer;1;42;1;Artista;9;1;2;Cat_6;B
467627;Mujer;0;45;1;Ingeniero;0;1;1;Cat_6;A
464720;Hombre;1;46;0;Doctor;0;2;3;Cat_4;D
461123;Hombre;0;20;0;Personal de salud;2;1;4;Cat_4;D
465413;Mujer;1;41;1;Ingeniero;0;3;3;Cat_6;A
465126;Mujer;1;35;0;Ingeniero;7;2;4;Cat_4;A
465950;Mujer;1;52;1;Artista;6;1;2;Cat_6;A
466734;Mujer;1;63;1;Artista;1;2;4;Cat_6;B
466222;Hombre;1;51;0;Ejecutivo;5;1;3;Cat_2;C
466142;Mujer;1;29;1;Entertainment;0;2;2;Cat_6;A
467888;Hombre;0;27;0;Doctor;0;1;4;Cat_6;B
461992;Mujer;0;37;1;Doctor;1;1;1;Cat_4;A
460522;Mujer;1;29;0;Constructor;0;2;2;Cat_4;C
459973;Mujer;0;50;1;Artista;0;1;2;Cat_6;A
460695;Hombre;1;74;1;Abogado;1;1;1;Cat_6;A
464260;Mujer;1;72;1;Artista;3;2;3;Cat_6;C
464140;Mujer;1;83;1;Abogado;1;3;2;Cat_6;B
465606;Hombre;1;37;1;Ingeniero;1;2;3;Cat_3;A
459050;Mujer;0;19;0;Personal de salud;0;1;3;Cat_6;D
462330;Mujer;0;30;0;Artista;1;1;1;Cat_6;B
459940;Mujer;0;46;1;Ingeniero;1;1;2;Cat_1;B
466352;Mujer;1;65;1;Doctor;1;1;2;Cat_6;B
463558;Mujer;1;88;1;Abogado;1;2;2;Cat_6;C
460049;Hombre;1;43;1;Entertainment;0;2;2;Cat_5;A
464148;Hombre;1;50;1;Ejecutivo;9;3;3;Cat_2;C
465503;Hombre;0;35;1;Artista;8;1;2;Cat_6;D
465082;Hombre;1;67;1;Abogado;0;1;1;Cat_3;A
459832;Hombre;1;66;1;Ejecutivo;0;1;1;Cat_6;B
464609;Mujer;0;39;1;Artista;3;1;2;Cat_6;C
466703;Mujer;1;46;1;Constructor;0;2;0;Cat_6;C
466864;Mujer;0;32;0;Constructor;8;1;1;Cat_6;D
461458;Mujer;0;40;1;Artista;6;1;1;Cat_6;B
459218;Hombre;1;88;1;Abogado;0;3;3;Cat_6;C
462860;Hombre;0;30;1;Personal de salud;8;1;5;Cat_6;D
462033;Hombre;0;32;1;Entertainment;1;1;1;Cat_6;A
467695;Hombre;1;43;0;Marketing;1;1;2;Cat_7;D
463090;Mujer;1;55;0;Ingeniero;3;2;2;Cat_6;B
459219;Mujer;1;47;1;Artista;0;2;3;Cat_6;C
460148;Mujer;1;73;0;Ingeniero;1;1;0;;A
461603;Hombre;0;39;1;Artista;0;1;1;Cat_6;C
466359;Hombre;0;22;0;Personal de salud;0;1;4;Cat_6;D
464655;Hombre;1;39;1;Desconocida;0;2;5;Cat_4;A
466088;Mujer;0;31;0;Personal de salud;0;1;7;Cat_6;B
461205;Hombre;0;27;1;Personal de salud;0;1;3;Cat_2;D
462822;Hombre;0;19;0;Personal de salud;0;1;4;Cat_6;D
459076;Hombre;1;69;0;Doctor;0;2;2;Cat_6;C
463410;Hombre;1;37;0;Doctor;0;2;2;Cat_6;B
463879;Hombre;1;45;1;Ejecutivo;0;3;2;Cat_6;C
462827;Mujer;0;22;0;Doctor;1;1;3;Cat_3;A
461500;Mujer;0;26;1;Doctor;0;1;3;Cat_6;B
461553;Hombre;0;39;1;Artista;1;1;3;Cat_7;A
467912;Hombre;1;61;1;Entertainment;1;1;2;Cat_5;A
465029;Mujer;1;74;0;Abogado;1;3;2;Cat_6;C
460062;Hombre;0;29;1;Artista;4;1;1;Cat_3;D
462863;Hombre;0;29;1;Constructor;5;1;1;Cat_6;D
460465;Hombre;0;36;0;Ejecutivo;0;1;3;Cat_6;D
460335;Mujer;0;63;1;Doctor;0;1;2;Cat_6;B
466067;Hombre;1;69;1;Artista;0;2;5;Cat_3;C
463962;Mujer;0;35;1;Artista;12;1;2;Cat_6;B
459807;Hombre;1;81;1;Abogado;1;1;1;Cat_6;A
463364;Mujer;1;71;0;Abogado;1;3;2;Cat_6;B
463599;Mujer;0;31;0;Personal de salud;10;1;2;Cat_3;C
462686;Hombre;1;41;1;Entertainment;9;2;4;;A
462949;Hombre;1;35;0;Constructor;1;2;3;Cat_6;B
460275;Mujer;0;52;1;Artista;6;1;1;Cat_6;A
461184;Hombre;0;19;0;Personal de salud;0;1;4;Cat_3;D
460728;Mujer;0;39;1;Artista;0;1;1;Cat_7;B
462416;Hombre;1;45;0;Artista;0;1;2;Cat_4;B
460846;Mujer;0;19;0;Marketing;1;1;4;Cat_6;D
459542;Hombre;0;23;0;Personal de salud;2;1;5;Cat_6;D
459080;Hombre;1;77;0;Abogado;0;1;2;Cat_6;D
463106;Mujer;1;84;1;Abogado;0;1;1;Cat_6;B
464728;Hombre;1;47;0;Entertainment;1;3;4;Cat_4;D
466474;Hombre;0;29;1;Entertainment;6;1;3;Cat_6;A
461711;Mujer;0;35;1;Artista;8;1;3;Cat_2;A
460347;Hombre;1;40;1;Artista;14;1;2;Cat_6;C
467689;Hombre;0;35;0;Personal de salud;1;1;1;Cat_6;D
460260;Hombre;0;20;0;Personal de salud;0;1;3;Cat_2;D
466344;Hombre;0;43;1;Entertainment;0;1;2;Cat_2;A
466437;Hombre;1;56;0;Ejecutivo;0;1;1;Cat_6;D
460423;Mujer;1;53;1;Artista;3;1;1;Cat_7;A
459590;Hombre;1;22;0;Ejecutivo;1;3;3;Cat_6;D
464668;Hombre;1;32;0;Personal de salud;1;3;4;Cat_4;D
463049;Hombre;1;51;0;Ejecutivo;2;3;5;Cat_6;A
460458;Mujer;0;41;0;Marketing;1;1;0;Cat_3;D
462407;Hombre;1;37;0;Doctor;2;2;4;Cat_6;A
459450;Hombre;1;55;1;Artista;4;2;4;Cat_6;A
463255;Hombre;0;42;1;Entertainment;3;1;2;Cat_6;A
462574;Hombre;0;20;0;Personal de salud;1;1;5;Cat_4;D
465761;Mujer;0;42;1;Artista;12;1;2;Cat_4;A
467728;Mujer;1;38;0;Ingeniero;1;3;5;Cat_6;B
465841;Mujer;0;52;1;Ingeniero;3;1;1;Cat_6;A
460117;Mujer;1;48;1;Marketing;9;1;1;Cat_6;D
466619;Hombre;1;37;1;Entertainment;5;2;2;Cat_6;C
461722;Hombre;0;27;0;Doctor;1;1;3;Cat_6;B
460898;Hombre;1;48;0;Artista;3;2;4;Cat_6;B
463627;Mujer;0;25;1;Marketing;5;1;2;Cat_4;D
460403;Mujer;0;56;1;Doctor;3;1;1;Cat_6;A
459818;Mujer;1;68;0;Abogado;1;1;1;Cat_6;D
463732;Hombre;0;21;0;Personal de salud;0;1;4;Cat_6;D
462499;Mujer;0;72;0;Abogado;8;2;2;Cat_6;D
467112;Hombre;0;43;1;Artista;1;1;2;Cat_2;B
459902;Hombre;1;52;1;Abogado;8;3;2;Cat_6;C
463233;Hombre;1;50;0;Ejecutivo;0;2;5;Cat_6;B
467721;Hombre;0;41;1;Entertainment;0;1;1;Cat_4;D
465915;Hombre;1;40;1;Entertainment;8;2;2;Cat_6;B
464506;Hombre;0;32;1;Personal de salud;8;1;2;Cat_4;D
460624;Hombre;1;57;1;Constructor;5;3;2;Cat_6;A
462020;Mujer;0;25;1;Artista;13;1;2;Cat_6;C
464320;Hombre;1;74;0;Abogado;0;3;2;Cat_6;A
467687;Hombre;0;38;1;Entertainment;0;1;4;Cat_6;D
461561;Mujer;1;46;1;Artista;0;2;2;Cat_6;C
465953;Mujer;0;50;1;Artista;1;1;1;Cat_6;D
463309;Hombre;1;50;1;Artista;0;2;2;Cat_3;B
459134;Mujer;1;69;1;Abogado;0;3;2;Cat_6;C
464195;Hombre;0;29;1;Artista;0;1;1;Cat_6;A
467696;Hombre;1;84;1;Abogado;0;3;3;Cat_6;B
459586;Hombre;1;73;0;Ejecutivo;1;1;0;Cat_6;C
466504;Hombre;1;38;0;Ejecutivo;9;3;5;Cat_6;B
466792;Mujer;1;82;0;Abogado;0;1;1;Cat_6;A
459875;Hombre;1;71;0;Abogado;0;3;0;Cat_6;A
463837;Mujer;1;50;0;Ingeniero;0;1;3;Cat_7;B
465384;Hombre;1;56;1;Artista;0;3;2;Cat_6;B
462050;Hombre;0;19;0;Personal de salud;4;1;3;Cat_2;D
465268;Hombre;1;29;0;Ejecutivo;12;1;3;Cat_6;B
461370;Hombre;0;26;1;Doctor;1;1;3;Cat_6;D
464225;Mujer;0;31;0;Doctor;1;1;5;Cat_3;C
466665;Hombre;1;42;1;Artista;0;2;2;Cat_6;A
462290;Mujer;0;33;1;Doctor;1;1;1;Cat_6;B
459326;Hombre;1;35;0;Personal de salud;1;1;5;Cat_6;D
464926;Mujer;1;46;0;Ingeniero;0;3;3;Cat_4;A
460343;Mujer;0;67;1;Artista;0;1;2;Cat_6;B
463626;Mujer;0;35;0;Artista;7;1;2;Cat_6;D
464266;Hombre;0;28;0;Doctor;8;1;3;Cat_6;A
464491;Mujer;0;43;0;Doctor;8;1;1;Cat_4;D
467698;Mujer;1;40;0;Artista;3;2;0;Cat_6;A
463440;Mujer;1;73;1;Artista;0;2;3;Cat_1;C
463602;Mujer;0;21;0;Personal de salud;8;1;4;Cat_6;D
464706;Mujer;0;32;0;Doctor;1;1;3;Cat_4;D
467220;Mujer;0;36;0;Desconocida;0;1;0;Cat_4;D
460313;Hombre;0;32;1;Artista;13;1;3;Cat_6;A
465497;Hombre;0;25;0;Constructor;14;1;3;Cat_5;A
465846;Mujer;0;40;1;Artista;5;1;1;Cat_6;A
463374;Mujer;0;19;0;Personal de salud;0;1;3;Cat_6;D
462704;Hombre;1;48;1;Ejecutivo;5;3;5;Cat_6;B
462160;Mujer;0;36;1;Artista;3;1;3;Cat_6;C
461365;Hombre;0;27;0;Personal de salud;1;1;3;Cat_6;D
464205;Mujer;1;82;0;Entertainment;0;3;2;Cat_6;B
459294;Hombre;0;23;0;Personal de salud;9;1;4;Cat_6;D
460318;Hombre;0;30;1;Entertainment;14;1;3;Cat_6;D
467967;Hombre;0;30;1;Entertainment;8;1;4;Cat_6;A
461797;Hombre;0;30;1;Personal de salud;1;1;3;Cat_6;D
462980;Hombre;0;28;1;Entertainment;1;1;5;Cat_6;C
462361;Hombre;1;60;1;Artista;0;1;2;Cat_4;A
461855;Mujer;1;52;1;Artista;1;2;2;Cat_6;C
461069;Mujer;0;19;0;Personal de salud;0;1;0;Cat_3;D
467522;Mujer;0;19;0;Personal de salud;0;1;2;Cat_6;D
463327;Hombre;1;40;0;Ejecutivo;1;1;5;Cat_5;D
459824;Hombre;0;38;1;Entertainment;8;1;1;Cat_6;D
461051;Mujer;1;71;1;Entertainment;1;2;2;Cat_6;B
461142;Mujer;0;40;1;Ingeniero;1;1;3;Cat_3;B
461521;Hombre;1;68;1;Artista;0;3;2;Cat_6;B
459422;Hombre;1;50;1;Entertainment;0;1;4;Cat_6;A
467792;Hombre;0;21;0;Personal de salud;0;1;4;Cat_6;D
467432;Hombre;0;29;1;Personal de salud;0;1;3;Cat_6;B
464016;Mujer;0;29;1;Entertainment;0;3;1;Cat_1;A
464654;Mujer;1;39;0;Ingeniero;1;2;4;Cat_4;B
459111;Hombre;1;41;1;Ejecutivo;0;1;4;Cat_6;B
459408;Hombre;0;28;0;Doctor;0;1;1;Cat_6;D
466473;Mujer;0;22;0;Personal de salud;0;1;3;Cat_2;D
464365;Hombre;0;35;1;Artista;0;1;1;Cat_6;A
460046;Mujer;1;49;1;Artista;3;1;2;Cat_6;B
466698;Mujer;1;26;1;Personal de salud;8;1;2;Cat_3;D
460609;Mujer;0;33;0;Personal de salud;0;1;1;Cat_4;C
459927;Mujer;0;27;0;Ingeniero;0;1;2;Cat_3;D
467057;Mujer;0;50;0;Entertainment;8;1;2;Cat_6;A
466052;Mujer;1;37;1;Constructor;5;1;2;Cat_4;D
464210;Hombre;0;43;1;Marketing;0;1;2;Cat_6;A
465873;Hombre;0;35;1;Entertainment;13;1;1;Cat_6;D
459802;Mujer;1;50;1;Artista;1;1;1;Cat_6;C
464817;Hombre;0;31;1;Artista;7;1;1;Cat_4;A
465540;Mujer;1;29;0;Ingeniero;0;3;2;Cat_6;D
460845;Mujer;0;20;0;Personal de salud;0;1;2;Cat_6;D
459072;Hombre;1;66;1;Entertainment;1;2;2;Cat_6;C
465694;Hombre;1;37;1;Personal de salud;1;2;2;Cat_4;A
466381;Hombre;1;52;1;Artista;2;2;2;Cat_6;C
460947;Hombre;1;45;1;Ejecutivo;7;3;5;Cat_6;C
467338;Mujer;0;27;1;Personal de salud;2;1;6;Cat_6;D
467189;Mujer;1;46;1;Artista;1;3;4;Cat_6;C
466456;Mujer;1;43;0;Doctor;9;1;1;Cat_2;A
463805;Mujer;0;32;0;Doctor;8;1;6;Cat_6;C
462427;Hombre;1;87;1;Abogado;9;1;4;Cat_6;C
462785;Mujer;1;40;1;Ingeniero;0;2;5;Cat_3;B
466906;Hombre;0;59;1;Artista;1;1;2;Cat_6;B
461842;Hombre;1;63;1;Artista;1;2;3;Cat_6;C
462229;Hombre;0;23;0;Desconocida;0;1;8;Cat_4;D
462372;Mujer;1;65;0;Abogado;0;3;2;Cat_6;A
462400;Hombre;0;47;1;Artista;0;1;1;Cat_6;B
466598;Mujer;1;45;1;Artista;9;1;2;Cat_6;C
466940;Hombre;1;79;0;Abogado;0;1;1;Cat_6;D
461754;Hombre;1;65;0;Entertainment;1;3;2;Cat_6;B
461376;Mujer;0;38;1;Personal de salud;0;1;2;Cat_6;B
459427;Mujer;1;28;1;Personal de salud;0;1;2;Cat_6;D
462025;Hombre;0;20;0;Personal de salud;2;1;3;Cat_4;D
465720;Mujer;1;36;1;Artista;1;1;2;Cat_6;C
466354;Hombre;0;22;0;Personal de salud;0;1;4;Cat_6;D
463857;Hombre;1;56;0;Personal de salud;0;3;4;Cat_7;B
465849;Mujer;0;32;1;Doctor;5;1;3;Cat_4;A
464100;Mujer;0;33;1;Personal de salud;1;1;1;Cat_6;D
461444;Mujer;1;68;1;Artista;1;3;2;Cat_6;C
461828;Hombre;1;53;1;Artista;0;2;3;Cat_6;C
464711;Mujer;1;38;1;Artista;7;2;3;Cat_1;B
462759;Hombre;0;22;0;Personal de salud;0;1;5;Cat_2;D
465349;Mujer;1;49;1;Artista;0;3;4;Cat_6;C
459449;Hombre;1;43;1;Artista;0;1;2;Cat_6;B
463407;Mujer;0;33;0;Doctor;0;1;1;Cat_3;D
466632;Mujer;1;57;1;Artista;1;3;2;Cat_6;C
464641;Mujer;1;65;1;Abogado;2;1;6;Cat_1;D
460290;Mujer;0;50;1;Artista;0;3;1;;B
462154;Hombre;1;36;1;Entertainment;0;2;2;Cat_6;C
464754;Mujer;1;43;0;Ingeniero;4;2;7;Cat_4;A
460167;Mujer;0;18;0;Entertainment;1;1;5;Cat_2;C
461987;Mujer;1;43;0;Ingeniero;1;2;2;Cat_6;B
463259;Hombre;1;75;1;Abogado;0;1;1;Cat_6;A
464421;Mujer;1;27;0;Marketing;0;3;4;Cat_6;D
461628;Hombre;1;39;1;Personal de salud;11;2;2;Cat_6;B
459126;Hombre;1;61;1;Artista;2;1;2;Cat_6;B
460639;Mujer;1;73;1;Abogado;0;1;5;Cat_1;D
465143;Hombre;0;26;1;Ingeniero;0;1;5;Cat_4;C
460860;Hombre;1;52;1;Artista;7;2;4;Cat_6;B
467629;Hombre;1;50;1;Artista;1;1;1;Cat_6;B
461720;Mujer;0;51;1;Artista;1;1;1;Cat_4;B
460086;Hombre;1;50;0;Artista;1;2;3;Cat_6;C
465832;Hombre;1;53;1;Ejecutivo;9;3;5;Cat_4;B
467070;Hombre;1;40;0;Ejecutivo;5;1;4;Cat_6;D
