customerID;gender;SeniorCitizen;Partner;Dependents;Months with the company;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
0115-TFERT;Male;0;Yes;No;21;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;1112;23171;Yes
4178-EGMON;Male;0;Yes;No;70;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;Two year;Yes;Credit card (automatic);88;598645;No
4220-TINQT;Female;0;Yes;No;61;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;10635;675135;No
5318-YKDPV;Male;0;Yes;Yes;43;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);7915;35666;No
7975-TZMLR;Male;0;No;No;47;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;1031;48893;No
0295-QVKPB;Male;0;No;No;5;Yes;No;DSL;No;No;Yes;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);6395;3181;No
4335-BSMJS;Female;0;No;No;62;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);258;156395;No
2311-QYMUQ;Female;0;Yes;Yes;16;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);8945;143025;Yes
3643-AHCFP;Male;1;Yes;No;7;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);956;64435;Yes
9146-JRIOX;Female;0;Yes;Yes;14;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2555;37245;No
3104-OWCGK;Male;0;Yes;Yes;60;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;One year;No;Electronic check;9095;54534;Yes
5337-IIWKZ;Male;0;Yes;Yes;34;No;No phone service;DSL;No;No;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;4485;14426;No
9101-BWFSS;Female;0;Yes;No;50;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;No;Electronic check;10855;56107;Yes
9650-VBUOG;Male;0;Yes;Yes;38;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);2505;96395;No
3487-EARAT;Female;0;Yes;Yes;70;Yes;No;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;No;Credit card (automatic);741;52223;No
2672-TGEFF;Female;0;Yes;Yes;37;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;888;334055;No
9231-ZJYAM;Female;1;No;No;4;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;7885;2928;Yes
4250-WAROZ;Male;1;Yes;Yes;60;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;9325;577455;No
8184-WMOFI;Male;0;Yes;Yes;62;Yes;No;DSL;Yes;No;Yes;Yes;No;Yes;One year;No;Credit card (automatic);714;44873;No
6982-SSHFK;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;444;444;Yes
6092-QZVPP;Male;0;No;No;36;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);792;285495;No
4625-LAMOB;Male;0;No;No;44;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);204;90555;No
0727-BMPLR;Female;1;No;No;55;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;100;55093;Yes
0392-BZIUW;Female;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);105;75898;No
1038-ZAGBI;Female;0;Yes;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);198;2296;Yes
6549-NNDYT;Female;0;No;No;13;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);3085;3941;No
3027-ZTDHO;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;899;899;Yes
0422-OHQHQ;Female;0;Yes;Yes;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;2055;29595;No
6916-HIJSE;Female;0;No;No;65;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);8485;54592;No
2316-ESMLS;Female;0;Yes;Yes;12;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;No;Credit card (automatic);3315;44475;No
9778-OGKQZ;Male;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);92;678215;No
7408-OFWXJ;Female;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);898;651045;No
6007-TCTST;Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1158;84765;No
2252-NKNSI;Male;0;No;Yes;52;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Mailed check;8515;446185;No
8713-IGZSO;Male;0;No;No;2;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2485;62;No
7905-TVXTA;Female;0;No;No;5;Yes;No;DSL;Yes;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;6435;35265;No
7695-PKLCZ;Female;0;No;No;68;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);205;14249;No
2382-BCKQJ;Female;0;No;Yes;62;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;10015;641365;Yes
8374-UULRV;Male;0;No;No;72;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Credit card (automatic);8605;630965;No
2207-NHRJK;Male;0;No;No;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;508;508;Yes
3224-DFQNQ;Female;0;Yes;No;66;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;One year;No;Electronic check;89;58986;No
5275-PMFUT;Male;0;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);648;471975;No
4795-UXVCJ;Male;0;No;No;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);198;4573;No
9777-IQHWP;Male;0;Yes;Yes;64;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;Yes;Two year;No;Bank transfer (automatic);934;58223;No
0947-MUGVO;Male;1;Yes;No;20;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7365;14635;Yes
9944-HKVVB;Female;0;No;No;3;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;951;3074;Yes
4124-MMETB;Male;0;No;No;22;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);9465;210455;Yes
3671-SHRSP;Male;0;Yes;No;4;Yes;No;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;806;31915;Yes
0979-MOZQI;Male;0;Yes;No;62;No;No phone service;DSL;No;No;No;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);39;233745;No
2732-ISEZX;Female;0;No;No;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;205;1043;No
3313-QKNKB;Male;0;Yes;No;59;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;One year;No;Electronic check;8555;508465;Yes
0323-XWWTN;Male;0;No;Yes;3;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;264;12125;No
1937-OTUKY;Female;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);982;70159;No
1573-LGXBA;Male;0;Yes;Yes;57;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);9755;5598;No
1764-VUUMT;Male;0;No;Yes;66;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);1995;12691;No
5073-WXOYN;Female;0;No;No;60;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;508;30274;Yes
4713-ZBURT;Male;0;No;Yes;45;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);997;463435;No
3050-GBUSH;Female;0;No;No;3;No;No phone service;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);348;11395;No
0207-MDKNV;Female;0;No;No;15;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;No;Electronic check;1051;158275;Yes
7876-AEHIG;Female;0;No;Yes;51;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Bank transfer (automatic);6015;3077;No
7945-HLKEA;Female;0;No;No;60;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;One year;No;Electronic check;6475;40395;No
9342-VNIMQ;Male;0;No;No;33;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);5465;16652;No
9851-KIELU;Male;0;No;No;10;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;1101;10433;Yes
3523-BRGUW;Male;1;No;No;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);193;5042;No
3908-BLSYF;Female;0;No;No;6;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;839;49755;Yes
3199-NPKCN;Female;0;Yes;No;67;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;11125;751165;No
5170-PTRKA;Female;0;Yes;Yes;49;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;Yes;Credit card (automatic);358;1782;No
4661-NJEUX;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2005;2005;No
2123-AGEEN;Female;1;No;No;7;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;8435;60965;No
1258-YMZNM;Female;1;No;No;27;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);1105;28576;No
0048-LUMLS;Male;0;Yes;Yes;37;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;No;Credit card (automatic);912;324755;No
7549-MYGPK;Female;0;Yes;Yes;63;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;10055;621535;Yes
5898-IGSLP;Male;0;Yes;Yes;31;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;893;2823;No
3804-RVTGV;Male;0;Yes;Yes;50;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10385;50179;Yes
6259-WJQLC;Male;1;No;No;32;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);811;261925;No
9227-LUNBG;Female;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;246;246;Yes
7997-EASSD;Female;0;Yes;No;63;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;One year;Yes;Credit card (automatic);812;49651;No
0730-KOAVE;Male;0;No;No;30;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);943;26797;No
8975-SKGRX;Male;0;Yes;No;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1161;831055;No
0678-RLHVP;Female;0;No;No;53;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;No;Electronic check;10555;568225;No
4315-MURBD;Female;0;No;No;12;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);989;112095;Yes
2267-FPIMA;Male;0;Yes;No;50;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);944;49149;No
1051-GEJLJ;Female;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;195;2755;No
9734-YWGEX;Female;0;No;No;9;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Credit card (automatic);983;9235;Yes
2719-BDAQO;Male;0;No;No;17;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;9385;162565;Yes
5285-MVEHD;Female;0;Yes;No;56;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);1056;606865;No
0379-DJQHR;Male;0;Yes;Yes;67;Yes;No;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);8135;53986;No
0781-LKXBR;Male;1;No;No;9;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1005;9186;Yes
5543-QDCRY;Male;0;No;No;4;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;564;23485;No
0297-RBCSG;Male;0;No;No;19;Yes;No;DSL;No;Yes;No;Yes;No;Yes;One year;Yes;Bank transfer (automatic);6535;123185;No
4694-PHWFW;Female;0;No;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1995;1709;No
0835-JKADZ;Female;0;No;No;71;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;11125;798415;No
1907-UBQFC;Male;1;No;No;10;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7285;68865;Yes
7508-SMHXL;Female;1;No;No;15;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;No;Credit card (automatic);89;12883;No
3865-YIOTT;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);1061;78485;No
5993-BQHEA;Male;0;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);2005;267;No
6024-RUGGH;Male;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);252;17989;No
6513-EECDB;Male;1;Yes;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7355;7355;Yes
3956-CJUST;Female;1;No;No;23;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);754;164355;No
4079-WWQQQ;Male;0;No;No;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);6555;480745;No
6103-BOCOU;Female;0;No;No;26;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;807;2193;No
5149-TGWDZ;Female;0;No;No;21;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;10455;22394;No
7471-WNSUF;Male;0;Yes;No;60;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);2415;15059;No
8942-DBMHZ;Male;0;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2045;25535;No
4301-VVZKA;Male;0;Yes;No;16;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;754;11894;No
9199-PWQVC;Female;0;Yes;No;63;Yes;Yes;DSL;Yes;Yes;No;No;Yes;Yes;One year;Yes;Credit card (automatic);797;478615;No
4824-GUCBY;Female;1;No;No;22;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;817;18209;No
5393-HJZSM;Female;0;Yes;Yes;32;Yes;No;DSL;Yes;Yes;Yes;Yes;No;Yes;Month-to-month;No;Bank transfer (automatic);763;240415;No
7074-IEVOJ;Female;1;No;No;3;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;794;20505;Yes
9625-QSTYE;Female;0;No;No;13;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;8115;9523;Yes
0862-PRCBS;Female;0;Yes;Yes;68;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);10375;703945;No
8812-ZRHFP;Female;0;Yes;Yes;30;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;One year;No;Electronic check;8645;253805;No
5146-CBVOE;Female;0;No;No;16;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);751;121285;No
0454-OKRCT;Male;0;No;No;33;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Two year;No;Bank transfer (automatic);806;26511;No
5787-KXGIY;Male;0;Yes;No;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);193;13048;No
4750-ZRXIU;Female;1;No;No;4;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;846;3601;Yes
4198-VFOEA;Female;0;No;No;12;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;Yes;Mailed check;336;43545;No
6630-UJZMY;Female;1;Yes;No;4;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8325;30805;No
5709-LVOEQ;Female;0;Yes;Yes;0;Yes;No;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Mailed check;8085;;No
6400-BWQKW;Female;0;No;No;6;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;7905;4345;Yes
2692-AQCPF;Female;0;Yes;No;65;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);10805;71189;No
0347-UBKUZ;Female;0;No;No;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;199;32045;No
0835-DUUIQ;Female;0;No;Yes;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);2105;53155;No
0811-GSDTP;Female;0;No;Yes;13;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;3015;3822;No
7567-ECMCM;Male;0;No;No;24;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);7985;2001;No
6115-ZTBFQ;Female;0;Yes;No;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);655;49197;No
6353-BRMMA;Female;0;Yes;Yes;54;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);1041;56458;No
6680-WKXRZ;Female;0;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);744;2158;Yes
6231-WFGFH;Male;0;Yes;Yes;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;205;776;No
9904-EHEVJ;Female;1;Yes;Yes;32;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;9135;289655;No
7028-DVOIQ;Male;1;No;No;35;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;9905;33958;Yes
6169-PPETC;Male;0;Yes;Yes;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);205;75935;No
4208-UFFGW;Male;1;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;4495;8515;Yes
8584-KMVXD;Female;0;No;No;8;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;756;53555;No
8467-WYNSR;Male;0;No;No;22;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Mailed check;551;125315;No
0851-DFJKB;Female;0;No;No;15;Yes;No;DSL;Yes;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;5895;95515;No
5382-SOYZL;Male;0;No;No;22;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;951;21626;No
9448-REEVD;Male;0;Yes;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);447;447;Yes
3261-CQXOL;Female;0;Yes;Yes;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2545;181335;No
8388-FYNPZ;Male;0;No;No;4;Yes;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;No;Electronic check;5675;24515;No
4002-BQWPQ;Male;0;No;No;25;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Month-to-month;No;Bank transfer (automatic);8175;20288;No
5651-YLPRD;Female;0;Yes;Yes;32;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;861;272375;No
2826-DXLQO;Male;1;Yes;No;7;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);298;22045;No
4378-BZYFP;Male;0;No;No;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;205;3658;No
9489-UTFKA;Male;1;Yes;No;8;Yes;No;DSL;Yes;No;No;No;Yes;No;Month-to-month;No;Bank transfer (automatic);609;55195;No
4849-PYRLQ;Female;1;No;No;56;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);7325;40542;No
9117-SHLZX;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;457;457;Yes
9889-TMAHG;Male;1;No;No;8;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;No;Credit card (automatic);1003;83235;Yes
4541-RMRLG;Male;0;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;1925;1123;Yes
7764-BDPEE;Male;0;No;Yes;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2085;6065;No
3429-IFLEM;Female;0;No;No;71;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);7735;55501;No
3158-MOERK;Female;0;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;96;1748;Yes
7294-TMAOP;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;9055;9055;Yes
5002-GCQFH;Male;0;Yes;No;49;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);9385;47331;No
0556-FJEGU;Male;0;No;No;58;Yes;No;DSL;No;Yes;Yes;Yes;Yes;No;Two year;No;Bank transfer (automatic);701;404895;No
8919-FYFQZ;Male;1;Yes;No;44;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;3035;13597;Yes
0604-THJFP;Female;0;Yes;Yes;59;Yes;No;DSL;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);7595;454235;No
2834-JRTUA;Male;0;No;No;71;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;10805;753215;Yes
5875-YPQFJ;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;699;699;Yes
5879-SESNB;Female;0;No;No;11;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;7525;88865;No
6646-QVXLR;Male;1;Yes;No;62;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;10375;638335;Yes
6461-PPAXN;Female;0;Yes;Yes;35;Yes;No;DSL;Yes;No;No;Yes;No;No;One year;Yes;Bank transfer (automatic);5495;1916;No
3318-ISQFQ;Female;0;No;No;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);195;413;No
1106-HRLKZ;Male;0;Yes;Yes;40;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;196;80895;No
2483-XSSMZ;Female;0;No;No;39;Yes;No;DSL;Yes;No;No;No;No;No;One year;Yes;Electronic check;4785;18864;No
8603-IJWDN;Male;0;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;866;866;Yes
8165-ZJRNM;Female;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2375;167925;No
9369-XFEHK;Female;1;Yes;No;33;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);806;26565;Yes
2604-XVDAM;Female;0;No;No;12;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);438;54095;No
3717-OFRTN;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);1975;1975;No
9046-JBFWA;Male;0;No;Yes;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1915;53735;No
3280-NMUVX;Male;0;Yes;Yes;34;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);196;6788;No
1206-EHBDD;Female;0;Yes;No;56;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;Two year;No;Bank transfer (automatic);803;451365;No
8361-LBRDI;Female;0;No;No;58;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);2435;142385;No
4883-KCPZJ;Female;0;Yes;Yes;22;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);2525;5554;No
9108-EQPNQ;Female;0;Yes;Yes;10;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);261;22555;No
